DL/UL	time	frame	subF	slot	1stSym	symbol#	cellId	rnti	ccId	tbSize	mcs	rv	SINR(dB)	corrupt	TBler
DL	0.164089	16	4	0	1	4	3	3	0	505	20	0	14.1523	0	0
DL	0.164089	16	4	0	1	4	2	1	0	224	12	0	6.82644	0	3.33067e-16
DL	0.164161	16	4	0	5	4	3	1	0	89	6	0	1.09743	0	0
DL	0.164161	16	4	0	5	4	2	2	0	505	20	0	14.766	0	0
DL	0.164232	16	4	0	9	4	3	2	0	690	24	0	2.53556	1	1
DL	0.164232	16	4	0	9	4	2	3	0	505	20	0	15.2981	0	0
DL	0.164339	16	4	1	1	4	3	3	0	505	20	0	14.1523	0	0
DL	0.164339	16	4	1	1	4	2	1	0	224	12	0	6.82644	0	3.33067e-16
DL	0.164411	16	4	1	5	4	3	1	0	89	6	0	1.09743	0	0
DL	0.164411	16	4	1	5	4	2	2	0	505	20	0	14.766	0	0
DL	0.164482	16	4	1	9	4	3	2	0	132	8	0	2.53556	0	1.99091e-12
DL	0.164482	16	4	1	9	4	2	3	0	505	20	0	15.2981	0	0
DL	0.164589	16	4	2	1	4	3	3	0	505	20	0	14.1523	0	0
DL	0.164589	16	4	2	1	4	2	1	0	847	28	3	6.82644	1	1
DL	0.164643	16	4	2	5	3	2	2	0	378	20	0	14.766	0	0
DL	0.164661	16	4	2	5	4	3	1	0	89	6	0	1.10075	0	0
DL	0.164696	16	4	2	8	3	2	3	0	634	28	0	25.2435	0	0.0210259
DL	0.164732	16	4	2	9	4	3	2	0	132	8	0	16.4476	0	0.0893383
DL	0.164839	16	4	3	1	4	2	1	0	224	12	0	6.82644	0	3.33067e-16
DL	0.164839	16	4	3	1	4	3	3	0	505	20	0	14.1523	0	0
DL	0.164911	16	4	3	5	4	2	2	0	505	20	0	14.766	0	0
DL	0.164911	16	4	3	5	4	3	1	0	89	6	0	1.09743	0	0
DL	0.164982	16	4	3	9	4	2	3	0	505	20	0	15.2981	0	0
DL	0.164982	16	4	3	9	4	3	2	0	132	8	0	2.53556	0	1.99091e-12
DL	0.165089	16	5	0	1	4	2	1	0	224	12	0	6.82644	0	3.33067e-16
DL	0.165089	16	5	0	1	4	3	2	0	132	8	1	2.53556	0	1.99091e-12
DL	0.165161	16	5	0	5	4	2	2	0	505	20	0	14.766	0	0
DL	0.165161	16	5	0	5	4	3	2	0	132	8	2	2.53556	0	1.99091e-12
DL	0.165196	16	5	0	9	2	3	3	0	251	20	0	14.1523	0	7.54332e-07
DL	0.165232	16	5	0	9	4	2	3	0	505	20	0	15.3014	0	0
DL	0.165232	16	5	0	11	2	3	1	0	43	6	0	15.6168	0	0
DL	0.165339	16	5	1	1	4	2	1	0	224	12	1	6.82644	0	3.33067e-16
DL	0.165339	16	5	1	1	4	3	2	0	690	24	0	2.53556	1	1
DL	0.165411	16	5	1	5	4	2	1	0	224	12	2	6.82644	0	3.33067e-16
DL	0.165411	16	5	1	5	4	3	3	0	505	20	0	14.1523	0	0
DL	0.165446	16	5	1	9	2	2	2	0	251	20	0	14.766	0	2.60153e-12
DL	0.165482	16	5	1	9	4	3	1	0	89	6	0	1.10075	0	0
DL	0.165482	16	5	1	11	2	2	3	0	422	28	0	29.711	0	5.3748e-07
DL	0.165589	16	5	2	1	4	3	2	0	132	8	0	2.53556	0	1.99091e-12
DL	0.165589	16	5	2	1	4	2	1	0	224	12	0	6.82644	0	3.33067e-16
DL	0.165661	16	5	2	5	4	3	3	0	505	20	0	14.1523	0	0
DL	0.165661	16	5	2	5	4	2	2	0	505	20	0	14.766	0	0
DL	0.165732	16	5	2	9	4	3	1	0	89	6	0	1.09743	0	0
DL	0.165732	16	5	2	9	4	2	3	0	505	20	0	15.2981	0	0
DL	0.165839	16	5	3	1	4	3	2	0	132	8	0	2.53556	0	1.99091e-12
DL	0.165839	16	5	3	1	4	2	1	0	224	12	0	6.82644	0	3.33067e-16
DL	0.165911	16	5	3	5	4	3	3	0	505	20	0	14.1523	0	0
DL	0.165911	16	5	3	5	4	2	2	0	505	20	0	14.766	0	0
DL	0.165982	16	5	3	9	4	3	1	0	597	22	0	1.09743	1	1
DL	0.165982	16	5	3	9	4	2	3	0	505	20	0	15.2981	0	0
DL	0.166089	16	6	0	1	4	3	2	0	690	24	1	2.53556	1	1
DL	0.166089	16	6	0	1	4	2	1	0	224	12	0	6.82644	0	3.33067e-16
DL	0.166161	16	6	0	5	4	3	2	0	690	24	2	2.53556	1	1
DL	0.166161	16	6	0	5	4	2	2	0	505	20	0	14.766	0	0
DL	0.166196	16	6	0	9	2	3	3	0	251	20	0	14.1523	0	7.54332e-07
DL	0.166232	16	6	0	9	4	2	3	0	847	28	0	15.3014	1	1
DL	0.166232	16	6	0	11	2	3	1	0	43	6	0	15.6168	0	0
DL	0.166339	16	6	1	1	4	2	1	0	224	12	0	6.82644	0	3.33067e-16
DL	0.166339	16	6	1	1	4	3	2	0	132	8	0	2.53556	0	1.99091e-12
DL	0.166411	16	6	1	5	4	2	2	0	505	20	0	14.766	0	0
DL	0.166411	16	6	1	5	4	3	3	0	505	20	0	14.1523	0	0
DL	0.166482	16	6	1	9	4	2	3	0	505	20	0	15.2981	0	0
DL	0.166482	16	6	1	9	4	3	1	0	89	6	0	1.09743	1	1
DL	0.166589	16	6	2	1	4	2	1	0	224	12	0	6.82644	0	3.33067e-16
DL	0.166589	16	6	2	1	4	3	2	0	132	8	0	2.53556	0	1.99091e-12
DL	0.166661	16	6	2	5	4	2	2	0	505	20	0	14.766	0	0
DL	0.166661	16	6	2	5	4	3	3	0	505	20	0	14.1523	0	0
DL	0.166732	16	6	2	9	4	2	3	0	505	20	0	15.2981	0	0
DL	0.166732	16	6	2	9	4	3	1	0	89	6	0	1.09743	1	0.996442
DL	0.166839	16	6	3	1	4	2	1	0	224	12	0	6.82644	0	3.33067e-16
DL	0.166839	16	6	3	1	4	3	2	0	690	24	3	2.53556	0	0.010249
DL	0.166911	16	6	3	5	4	2	2	0	505	20	0	14.766	0	0
DL	0.166911	16	6	3	5	4	3	1	0	89	6	1	1.09743	1	0.805721
DL	0.166982	16	6	3	9	4	2	3	0	505	20	0	15.2981	0	0
DL	0.166982	16	6	3	9	4	3	1	0	89	6	2	1.09743	0	0.000762788
DL	0.167089	16	7	0	1	4	2	3	0	505	20	1	15.2981	0	0
DL	0.167089	16	7	0	1	4	3	2	0	132	8	0	2.53556	0	1.99091e-12
DL	0.167161	16	7	0	5	4	2	3	0	505	20	2	15.2981	0	0
DL	0.167161	16	7	0	5	4	3	3	0	505	20	0	14.1523	0	0
DL	0.167196	16	7	0	9	2	2	1	0	110	12	0	6.82644	0	4.93581e-08
DL	0.167232	16	7	0	9	4	3	1	0	89	6	0	1.10075	0	0
DL	0.167232	16	7	0	11	2	2	2	0	251	20	0	22.1067	0	0
DL	0.167339	16	7	1	1	4	3	1	0	89	6	3	1.09743	0	0
DL	0.167339	16	7	1	1	4	2	3	0	505	20	0	15.2981	0	0
DL	0.167393	16	7	1	5	3	3	2	0	98	8	0	2.53556	0	4.03197e-07
DL	0.167411	16	7	1	5	4	2	1	0	224	12	0	6.8368	0	2.22045e-16
DL	0.167446	16	7	1	8	3	3	3	0	378	20	0	24.3073	0	0
DL	0.167482	16	7	1	9	4	2	2	0	505	20	0	22.1067	0	0
DL	0.167589	16	7	2	1	4	3	2	0	132	8	0	2.53556	0	1.99091e-12
DL	0.167589	16	7	2	1	4	2	3	0	505	20	0	15.2981	0	0
DL	0.167661	16	7	2	5	4	3	3	0	505	20	0	14.1523	0	0
DL	0.167661	16	7	2	5	4	2	1	0	224	12	0	6.82644	0	3.33067e-16
DL	0.167732	16	7	2	9	4	3	1	0	89	6	0	1.09743	0	0
DL	0.167732	16	7	2	9	4	2	2	0	505	20	0	14.766	0	0
DL	0.167839	16	7	3	1	4	3	1	0	89	6	1	1.09743	0	0
DL	0.167839	16	7	3	1	4	2	3	0	505	20	0	15.2981	0	0
DL	0.167911	16	7	3	5	4	3	1	0	89	6	2	1.09743	0	0
DL	0.167911	16	7	3	5	4	2	1	0	224	12	0	6.82644	0	3.33067e-16
DL	0.167946	16	7	3	9	2	3	2	0	64	8	0	2.53556	0	4.03197e-07
DL	0.167982	16	7	3	9	4	2	2	0	847	28	0	14.7665	1	1
DL	0.167982	16	7	3	11	2	3	3	0	251	20	0	28.7896	0	0
DL	0.168089	16	8	0	1	4	2	3	0	505	20	0	15.2981	0	0
DL	0.168089	16	8	0	1	4	3	1	0	89	6	0	1.09743	0	0
DL	0.168161	16	8	0	5	4	2	1	0	224	12	0	6.82644	0	3.33067e-16
DL	0.168161	16	8	0	5	4	3	2	0	132	8	0	2.53556	0	1.99091e-12
DL	0.168232	16	8	0	9	4	2	2	0	847	28	0	14.766	0	0
DL	0.168232	16	8	0	9	4	3	3	0	847	28	0	14.1523	1	1
DL	0.168339	16	8	1	1	4	2	3	0	505	20	0	15.2981	0	0
DL	0.168339	16	8	1	1	4	3	1	0	89	6	0	1.09743	0	0
DL	0.168411	16	8	1	5	4	2	1	0	224	12	0	6.82644	0	3.33067e-16
DL	0.168411	16	8	1	5	4	3	2	0	132	8	0	2.53556	0	1.99091e-12
DL	0.168482	16	8	1	9	4	2	2	0	505	20	0	14.766	0	0
DL	0.168482	16	8	1	9	4	3	3	0	505	20	0	14.1523	0	0
DL	0.168589	16	8	2	1	4	2	3	0	505	20	0	15.2981	0	0
DL	0.168589	16	8	2	1	4	3	1	0	89	6	0	1.09743	0	0
DL	0.168661	16	8	2	5	4	2	1	0	224	12	0	6.82644	0	3.33067e-16
DL	0.168661	16	8	2	5	4	3	2	0	132	8	0	2.53556	0	1.99091e-12
DL	0.168732	16	8	2	9	4	2	2	0	505	20	0	14.766	0	0
DL	0.168732	16	8	2	9	4	3	3	0	847	28	0	14.1523	1	1
DL	0.168839	16	8	3	1	4	2	2	0	847	28	1	14.766	1	1
DL	0.168839	16	8	3	1	4	3	1	0	89	6	0	1.09743	0	0
DL	0.168911	16	8	3	5	4	2	2	0	847	28	2	14.766	0	0
DL	0.168911	16	8	3	5	4	3	2	0	132	8	0	2.53556	0	1.99091e-12
DL	0.168946	16	8	3	9	2	2	3	0	251	20	0	15.2981	0	1.39592e-06
DL	0.168982	16	8	3	9	4	3	3	0	505	20	0	14.1557	0	0
DL	0.168982	16	8	3	11	2	2	1	0	110	12	0	26.1841	0	0
DL	0.169089	16	9	0	1	4	3	3	0	847	28	1	14.1523	0	0
DL	0.169089	16	9	0	1	4	2	2	0	505	20	0	14.766	0	0
DL	0.169161	16	9	0	5	4	3	3	0	847	28	2	14.1523	1	1
DL	0.169161	16	9	0	5	4	2	3	0	505	20	0	15.2981	0	0
DL	0.169196	16	9	0	9	2	3	1	0	43	6	0	1.09743	0	4.8695e-09
DL	0.169232	16	9	0	9	4	2	1	0	224	12	0	6.8368	0	2.22045e-16
DL	0.169232	16	9	0	11	2	3	2	0	64	8	0	16.4476	0	0
DL	0.169339	16	9	1	1	4	2	2	0	505	20	0	14.766	0	0
DL	0.169339	16	9	1	1	4	3	3	0	505	20	0	14.1523	0	0
DL	0.169411	16	9	1	5	4	2	3	0	505	20	0	15.2981	0	0
DL	0.169411	16	9	1	5	4	3	1	0	89	6	0	1.09743	0	0
DL	0.169482	16	9	1	9	4	2	1	0	224	12	0	6.82644	0	3.33067e-16
DL	0.169482	16	9	1	9	4	3	2	0	132	8	0	2.53556	0	1.99091e-12
DL	0.169589	16	9	2	1	4	2	2	0	505	20	1	14.766	0	0
DL	0.169589	16	9	2	1	4	3	3	0	505	20	1	14.1523	0	0
DL	0.169661	16	9	2	5	4	2	2	0	505	20	2	14.766	0	0
DL	0.169661	16	9	2	5	4	3	3	0	505	20	2	14.1523	0	0
DL	0.169696	16	9	2	9	2	2	3	0	251	20	0	15.2981	0	1.39592e-06
DL	0.169696	16	9	2	9	2	3	1	0	43	6	0	1.09743	0	4.8695e-09
DL	0.169732	16	9	2	11	2	2	1	0	422	28	0	6.82644	1	1
DL	0.169732	16	9	2	11	2	3	2	0	64	8	0	2.53556	0	4.03197e-07
DL	0.169839	16	9	3	1	4	2	2	0	505	20	0	14.766	0	0
DL	0.169839	16	9	3	1	4	3	3	0	505	20	0	14.1523	0	0
DL	0.169911	16	9	3	5	4	2	3	0	505	20	0	15.2981	0	0
DL	0.169911	16	9	3	5	4	3	1	0	89	6	0	1.09743	0	0
DL	0.169982	16	9	3	9	4	2	1	0	224	12	0	6.82644	0	3.33067e-16
DL	0.169982	16	9	3	9	4	3	2	0	690	24	0	2.53556	1	1
DL	0.170089	17	0	0	1	4	2	2	0	505	20	0	14.766	0	0
DL	0.170089	17	0	0	1	4	3	3	0	505	20	1	14.1523	0	0
DL	0.170161	17	0	0	5	4	2	3	0	505	20	0	15.2981	0	0
DL	0.170161	17	0	0	5	4	3	3	0	505	20	2	14.1523	0	0
DL	0.170196	17	0	0	9	2	3	1	0	43	6	0	1.09743	0	4.8695e-09
DL	0.170232	17	0	0	9	4	2	1	0	224	12	0	6.8368	0	1.28586e-12
DL	0.170232	17	0	0	11	2	3	2	0	64	8	0	16.4476	0	0
DL	0.170339	17	0	1	1	4	2	2	0	505	20	0	14.766	0	0
DL	0.170339	17	0	1	1	4	3	3	0	505	20	0	14.1523	0	0
DL	0.170411	17	0	1	5	4	2	3	0	505	20	0	15.2981	0	0
DL	0.170411	17	0	1	5	4	3	1	0	89	6	0	1.09743	0	0
DL	0.170482	17	0	1	9	4	2	1	0	224	12	0	6.82644	0	3.33067e-16
DL	0.170482	17	0	1	9	4	3	2	0	132	8	0	2.53556	1	0.999856
DL	0.170589	17	0	2	1	4	2	1	0	224	12	1	6.82644	0	3.33067e-16
DL	0.170589	17	0	2	1	4	3	3	0	505	20	0	14.1523	0	0
DL	0.170661	17	0	2	5	4	2	1	0	224	12	2	6.82644	0	3.33067e-16
DL	0.170661	17	0	2	5	4	3	1	0	89	6	0	1.09743	0	0
DL	0.170696	17	0	2	9	2	2	2	0	251	20	0	14.766	0	2.60153e-12
DL	0.170732	17	0	2	9	4	3	2	0	132	8	0	2.53843	0	1.87789e-12
DL	0.170732	17	0	2	11	2	2	3	0	251	20	0	29.711	0	0
DL	0.170839	17	0	3	1	4	3	2	0	132	8	1	2.53556	0	0.259061
DL	0.170839	17	0	3	1	4	2	1	0	224	12	0	6.82644	0	3.33067e-16
DL	0.170911	17	0	3	5	4	3	2	0	132	8	2	2.53556	0	1.99091e-12
DL	0.170911	17	0	3	5	4	2	2	0	505	20	0	14.766	0	0
DL	0.170946	17	0	3	9	2	3	3	0	251	20	0	14.1523	0	7.54332e-07
DL	0.170982	17	0	3	9	4	2	3	0	505	20	0	15.3014	0	0
DL	0.170982	17	0	3	11	2	3	1	0	43	6	0	15.6168	0	0
DL	0.171089	17	1	0	1	4	2	1	0	224	12	0	6.82644	0	3.33067e-16
DL	0.171089	17	1	0	1	4	3	2	0	132	8	0	2.53556	0	1.99091e-12
DL	0.171161	17	1	0	5	4	2	2	0	505	20	0	14.766	0	0
DL	0.171161	17	1	0	5	4	3	3	0	505	20	0	14.1523	0	0
DL	0.171232	17	1	0	9	4	2	3	0	505	20	0	15.2981	0	0
DL	0.171232	17	1	0	9	4	3	1	0	89	6	0	1.09743	0	0
DL	0.171339	17	1	1	1	4	2	1	0	224	12	0	6.82644	0	3.33067e-16
DL	0.171339	17	1	1	1	4	3	2	0	132	8	3	2.53556	0	1.99091e-12
DL	0.171393	17	1	1	5	3	3	3	0	378	20	0	14.1523	0	2.22045e-16
DL	0.171411	17	1	1	5	4	2	2	0	505	20	0	14.7665	0	0
DL	0.171446	17	1	1	8	3	3	1	0	66	6	0	11.1422	0	0
DL	0.171482	17	1	1	9	4	2	3	0	847	28	0	29.711	0	1.07496e-06
DL	0.171589	17	1	2	1	4	3	2	0	132	8	0	2.53556	0	1.99091e-12
DL	0.171589	17	1	2	1	4	2	1	0	224	12	0	6.82644	0	3.33067e-16
DL	0.171661	17	1	2	5	4	3	3	0	505	20	0	14.1523	0	0
DL	0.171661	17	1	2	5	4	2	2	0	505	20	0	14.766	0	0
DL	0.171732	17	1	2	9	4	3	1	0	597	22	0	1.09743	1	1
DL	0.171732	17	1	2	9	4	2	3	0	505	20	0	15.2981	0	0
DL	0.171839	17	1	3	1	4	3	2	0	132	8	0	2.53556	0	1.99091e-12
DL	0.171839	17	1	3	1	4	2	1	0	224	12	0	6.82644	0	3.33067e-16
DL	0.171911	17	1	3	5	4	3	3	0	505	20	0	14.1523	0	0
DL	0.171911	17	1	3	5	4	2	2	0	505	20	0	14.766	0	0
DL	0.171982	17	1	3	9	4	3	1	0	89	6	0	1.09743	0	0
DL	0.171982	17	1	3	9	4	2	3	0	505	20	0	15.2981	0	0
DL	0.172089	17	2	0	1	4	3	2	0	132	8	0	2.53556	0	1.99091e-12
DL	0.172089	17	2	0	1	4	2	1	0	224	12	0	6.82644	0	3.33067e-16
DL	0.172161	17	2	0	5	4	3	3	0	505	20	0	14.1523	0	0
DL	0.172161	17	2	0	5	4	2	2	0	505	20	0	14.766	0	0
DL	0.172232	17	2	0	9	4	3	1	0	412	18	0	1.09743	1	1
DL	0.172232	17	2	0	9	4	2	3	0	847	28	0	15.2981	1	1
DL	0.172339	17	2	1	1	4	3	2	0	132	8	0	2.53556	0	1.99091e-12
DL	0.172339	17	2	1	1	4	2	1	0	224	12	0	6.82644	0	3.33067e-16
DL	0.172411	17	2	1	5	4	3	3	0	505	20	0	14.1523	0	0
DL	0.172411	17	2	1	5	4	2	2	0	505	20	0	14.766	0	0
DL	0.172482	17	2	1	9	4	3	1	0	89	6	0	1.09743	1	1
DL	0.172482	17	2	1	9	4	2	3	0	505	20	0	15.2981	0	0
DL	0.172589	17	2	2	1	4	3	1	0	89	6	1	1.09743	0	0.996442
DL	0.172589	17	2	2	1	4	2	1	0	224	12	0	6.82644	0	3.33067e-16
DL	0.172661	17	2	2	5	4	3	1	0	89	6	2	1.09743	0	0
DL	0.172661	17	2	2	5	4	2	2	0	505	20	0	14.766	0	0
DL	0.172696	17	2	2	9	2	3	2	0	64	8	0	2.53556	0	4.03197e-07
DL	0.172732	17	2	2	9	4	2	3	0	505	20	0	15.3014	0	0
DL	0.172732	17	2	2	11	2	3	3	0	251	20	0	28.7896	0	0
DL	0.172839	17	2	3	1	4	2	1	0	224	12	0	6.82644	0	3.33067e-16
DL	0.172839	17	2	3	1	4	3	1	0	89	6	0	1.09743	0	0
DL	0.172911	17	2	3	5	4	2	2	0	505	20	0	14.766	0	0
DL	0.172911	17	2	3	5	4	3	2	0	132	8	0	2.53556	0	1.99091e-12
DL	0.172982	17	2	3	9	4	2	3	0	505	20	0	15.2981	0	0
DL	0.172982	17	2	3	9	4	3	3	0	505	20	0	14.1523	0	0
DL	0.173089	17	3	0	1	4	2	3	0	505	20	1	15.2981	0	0
DL	0.173089	17	3	0	1	4	3	1	0	412	18	1	1.09743	1	1
DL	0.173161	17	3	0	5	4	2	3	0	505	20	2	15.2981	0	0
DL	0.173161	17	3	0	5	4	3	1	0	412	18	2	1.09743	1	0.998891
DL	0.173196	17	3	0	9	2	2	1	0	110	12	0	6.82644	0	4.93581e-08
DL	0.173196	17	3	0	9	2	3	2	0	64	8	0	2.53556	0	4.03197e-07
DL	0.173232	17	3	0	11	2	2	2	0	251	20	0	14.766	0	2.60153e-12
DL	0.173232	17	3	0	11	2	3	3	0	251	20	0	14.1523	0	7.54332e-07
DL	0.173339	17	3	1	1	4	2	3	0	505	20	0	15.2981	0	0
DL	0.173339	17	3	1	1	4	3	1	0	89	6	3	1.09743	0	0
DL	0.173393	17	3	1	5	3	3	2	0	98	8	0	2.53556	0	4.03197e-07
DL	0.173411	17	3	1	5	4	2	1	0	224	12	0	6.8368	0	2.22045e-16
DL	0.173446	17	3	1	8	3	3	3	0	634	28	0	24.3073	0	0
DL	0.173482	17	3	1	9	4	2	2	0	505	20	0	22.1067	0	0
DL	0.173589	17	3	2	1	4	3	1	0	89	6	0	1.09743	0	0
DL	0.173589	17	3	2	1	4	2	3	0	505	20	0	15.2981	0	0
DL	0.173661	17	3	2	5	4	3	2	0	132	8	0	2.53556	0	1.99091e-12
DL	0.173661	17	3	2	5	4	2	1	0	224	12	0	6.82644	0	3.33067e-16
DL	0.173732	17	3	2	9	4	3	3	0	505	20	0	14.1523	0	0
DL	0.173732	17	3	2	9	4	2	2	0	505	20	0	14.766	0	0
DL	0.173839	17	3	3	1	4	3	1	0	412	18	3	1.09743	0	6.2251e-10
DL	0.173839	17	3	3	1	4	2	3	0	505	20	0	15.2981	0	0
DL	0.173893	17	3	3	5	3	3	2	0	98	8	0	2.53556	0	4.03197e-07
DL	0.173911	17	3	3	5	4	2	1	0	224	12	0	6.8368	0	2.22045e-16
DL	0.173946	17	3	3	8	3	3	3	0	378	20	0	24.3073	0	0
DL	0.173982	17	3	3	9	4	2	2	0	505	20	0	22.1067	0	0
DL	0.174089	17	4	0	1	4	3	1	0	89	6	0	1.09743	0	0
DL	0.174089	17	4	0	1	4	2	3	0	505	20	0	15.2981	0	0
DL	0.174161	17	4	0	5	4	3	2	0	132	8	0	2.53556	0	1.99091e-12
DL	0.174161	17	4	0	5	4	2	1	0	224	12	0	6.82644	0	3.33067e-16
DL	0.174232	17	4	0	9	4	3	3	0	847	28	0	14.1523	1	1
DL	0.174232	17	4	0	9	4	2	2	0	847	28	0	14.766	1	1
DL	0.174339	17	4	1	1	4	3	1	0	89	6	0	1.09743	0	0
DL	0.174339	17	4	1	1	4	2	3	0	505	20	0	15.2981	0	0
DL	0.174411	17	4	1	5	4	3	2	0	132	8	0	2.53556	0	1.99091e-12
DL	0.174411	17	4	1	5	4	2	1	0	224	12	0	6.82644	0	3.33067e-16
DL	0.174482	17	4	1	9	4	3	3	0	505	20	0	14.1523	0	0
DL	0.174482	17	4	1	9	4	2	2	0	505	20	0	14.766	0	0
DL	0.174589	17	4	2	1	4	3	1	0	89	6	0	1.09743	0	0
DL	0.174589	17	4	2	1	4	2	3	0	505	20	0	15.2981	0	0
DL	0.174661	17	4	2	5	4	3	2	0	132	8	0	2.53556	0	1.99091e-12
DL	0.174661	17	4	2	5	4	2	1	0	224	12	0	6.82644	0	3.33067e-16
DL	0.174732	17	4	2	9	4	3	3	0	847	28	0	14.1523	1	1
DL	0.174732	17	4	2	9	4	2	2	0	847	28	0	14.766	0	0
DL	0.174839	17	4	3	1	4	3	1	0	89	6	0	1.09743	0	0
DL	0.174839	17	4	3	1	4	2	3	0	505	20	0	15.2981	0	0
DL	0.174911	17	4	3	5	4	3	2	0	132	8	0	2.53556	0	1.99091e-12
DL	0.174911	17	4	3	5	4	2	1	0	224	12	0	6.82644	0	3.33067e-16
DL	0.174982	17	4	3	9	4	3	3	0	505	20	0	14.1523	0	0
DL	0.174982	17	4	3	9	4	2	2	0	505	20	0	14.766	0	0
DL	0.175089	17	5	0	1	4	3	3	0	505	20	1	14.1523	0	0
DL	0.175089	17	5	0	1	4	2	2	0	847	28	1	14.766	1	1
DL	0.175161	17	5	0	5	4	3	3	0	505	20	2	14.1523	0	0
DL	0.175161	17	5	0	5	4	2	2	0	847	28	2	14.766	0	0
DL	0.175196	17	5	0	9	2	3	1	0	43	6	0	1.09743	0	4.8695e-09
DL	0.175196	17	5	0	9	2	2	3	0	251	20	0	15.2981	0	1.39592e-06
DL	0.175232	17	5	0	11	2	3	2	0	64	8	0	2.53556	0	4.03197e-07
DL	0.175232	17	5	0	11	2	2	1	0	110	12	0	6.82644	0	4.93581e-08
DL	0.175339	17	5	1	1	4	3	3	0	505	20	0	14.1523	0	0
DL	0.175339	17	5	1	1	4	2	2	0	505	20	0	14.766	0	0
DL	0.175411	17	5	1	5	4	3	1	0	89	6	0	1.09743	0	0
DL	0.175411	17	5	1	5	4	2	3	0	505	20	0	15.2981	0	0
DL	0.175482	17	5	1	9	4	3	2	0	132	8	0	2.53556	0	1.99091e-12
DL	0.175482	17	5	1	9	4	2	1	0	224	12	0	6.82644	0	3.33067e-16
DL	0.175589	17	5	2	1	4	3	3	0	847	28	1	14.1523	0	0
DL	0.175589	17	5	2	1	4	2	2	0	505	20	0	14.766	0	0
DL	0.175661	17	5	2	5	4	3	3	0	847	28	2	14.1523	1	1
DL	0.175661	17	5	2	5	4	2	3	0	505	20	0	15.2981	0	0
DL	0.175696	17	5	2	9	2	3	1	0	43	6	0	1.09743	0	4.8695e-09
DL	0.175732	17	5	2	9	4	2	1	0	224	12	0	6.8368	0	2.22045e-16
DL	0.175732	17	5	2	11	2	3	2	0	64	8	0	16.4476	0	0
DL	0.175839	17	5	3	1	4	2	2	0	505	20	1	14.766	0	0
DL	0.175839	17	5	3	1	4	3	3	0	505	20	0	14.1523	0	0
DL	0.175911	17	5	3	5	4	2	2	0	505	20	2	14.766	0	0
DL	0.175911	17	5	3	5	4	3	1	0	89	6	0	1.09743	0	0
DL	0.175946	17	5	3	9	2	2	3	0	251	20	0	15.2981	0	1.39592e-06
DL	0.175982	17	5	3	9	4	3	2	0	132	8	0	2.53843	0	1.87789e-12
DL	0.175982	17	5	3	11	2	2	1	0	110	12	0	26.1841	0	0
DL	0.176089	17	6	0	1	4	3	3	0	505	20	0	14.1523	0	0
DL	0.176089	17	6	0	1	4	2	2	0	505	20	0	14.766	0	0
DL	0.176161	17	6	0	5	4	3	1	0	89	6	0	1.09743	0	0
DL	0.176161	17	6	0	5	4	2	3	0	505	20	0	15.2981	0	0
DL	0.176232	17	6	0	9	4	3	2	0	132	8	0	2.53556	0	1.99091e-12
DL	0.176232	17	6	0	9	4	2	1	0	224	12	0	6.82644	0	3.33067e-16
DL	0.176339	17	6	1	1	4	3	3	0	505	20	0	14.1523	0	0
DL	0.176339	17	6	1	1	4	2	2	0	505	20	0	14.766	0	0
DL	0.176411	17	6	1	5	4	3	1	0	89	6	0	1.09743	0	0
DL	0.176411	17	6	1	5	4	2	3	0	505	20	0	15.2981	0	0
DL	0.176482	17	6	1	9	4	3	2	0	690	24	0	2.53556	1	1
DL	0.176482	17	6	1	9	4	2	1	0	224	12	0	6.82644	0	3.33067e-16
DL	0.176589	17	6	2	1	4	3	3	0	505	20	1	14.1523	0	0
DL	0.176589	17	6	2	1	4	2	2	0	505	20	0	14.766	0	0
DL	0.176661	17	6	2	5	4	3	3	0	505	20	2	14.1523	0	0
DL	0.176661	17	6	2	5	4	2	3	0	505	20	0	15.2981	0	0
DL	0.176696	17	6	2	9	2	3	1	0	43	6	0	1.09743	0	4.8695e-09
DL	0.176732	17	6	2	9	4	2	1	0	847	28	0	6.8368	1	1
DL	0.176732	17	6	2	11	2	3	2	0	64	8	0	16.4476	0	0
DL	0.176839	17	6	3	1	4	2	2	0	505	20	0	14.766	0	0
DL	0.176839	17	6	3	1	4	3	3	0	505	20	0	14.1523	0	0
DL	0.176911	17	6	3	5	4	2	3	0	505	20	0	15.2981	0	0
DL	0.176911	17	6	3	5	4	3	1	0	89	6	0	1.09743	0	0
DL	0.176982	17	6	3	9	4	2	1	0	224	12	0	6.82644	0	3.33067e-16
DL	0.176982	17	6	3	9	4	3	2	0	132	8	0	2.53556	0	1.99091e-12
DL	0.177089	17	7	0	1	4	2	2	0	505	20	0	14.766	0	0
DL	0.177089	17	7	0	1	4	3	3	0	505	20	0	14.1523	0	0
DL	0.177161	17	7	0	5	4	2	3	0	505	20	0	15.2981	0	0
DL	0.177161	17	7	0	5	4	3	1	0	89	6	0	1.09743	0	0
DL	0.177232	17	7	0	9	4	2	1	0	224	12	0	6.82644	0	5.08441e-06
DL	0.177232	17	7	0	9	4	3	2	0	132	8	0	2.53556	0	1.99091e-12
DL	0.177339	17	7	1	1	4	2	2	0	505	20	0	14.766	0	0
DL	0.177339	17	7	1	1	4	3	2	0	690	24	1	2.53556	1	1
