DL/UL	time	frame	subF	slot	1stSym	symbol#	cellId	rnti	ccId	tbSize	mcs	rv	SINR(dB)	corrupt	TBler
DL	0.112786	11	2	3	1	1	2	1	0	3	0	0	30.3097	0	0
DL	0.112804	11	2	3	2	1	2	2	0	3	0	0	12.6512	0	0
DL	0.112821	11	2	3	3	1	2	3	0	3	0	0	12.2285	0	0
DL	0.112839	11	2	3	4	1	2	4	0	3	0	0	5.34397	0	0
DL	0.112857	11	2	3	5	1	2	5	0	3	0	0	16.4523	0	0
DL	0.112875	11	2	3	6	1	2	6	0	3	0	0	23.4959	0	0
DL	0.112893	11	2	3	7	1	2	7	0	3	0	0	8.55335	0	0
DL	0.112911	11	2	3	8	1	2	8	0	3	0	0	15.9178	0	0
DL	0.112929	11	2	3	9	1	2	9	0	3	0	0	28.8631	0	0
DL	0.112946	11	2	3	10	1	2	10	0	3	0	0	12.097	0	0
DL	0.112964	11	2	3	11	1	2	11	0	3	0	0	13.9736	0	0
DL	0.112982	11	2	3	12	1	2	12	0	3	0	0	37.2077	0	0
