timestamp,ueImsiComplete,DRB.PdcpSduDelayDl (cellAverageLatency),m_pDCPBytesUL (0),m_pDCPBytesDL (cellDlTxVolume),DRB.PdcpSduVolumeDl_Filter.UEID (txBytes),Tot.PdcpSduNbrDl.UEID (txDlPackets),DRB.PdcpSduBitRateDl.UEID(pdcpThroughput),DRB.PdcpSduDelayDl.UEID (pdcpLatency),QosFlow.PdcpPduVolumeDL_Filter.UEID(txPdcpPduBytesNrRlc),DRB.PdcpPduNbrDl.Qos.UEID (txPdcpPduNrRlc)
1732415047993,00002,,,,,,,,2630.480000,251
1732415048093,00002,,,,,,,,2096.000000,200
1732415048193,00002,,,,,,,,2096.000000,200
1732415048293,00002,,,,,,,,2096.000000,200
1732415048393,00002,,,,,,,,2096.000000,200
1732415048493,00002,,,,,,,,2096.000000,200
1732415048593,00002,,,,,,,,2096.000000,200
1732415048693,00002,,,,,,,,2096.000000,200
1732415048793,00002,,,,,,,,2096.000000,200
1732415048893,00002,,,,,,,,2096.000000,200
1732415048993,00002,,,,,,,,2096.000000,200
1732415049093,00002,,,,,,,,2096.000000,200
1732415049193,00002,,,,,,,,2096.000000,200
1732415049293,00002,,,,,,,,2096.000000,200
1732415049393,00002,,,,,,,,2096.000000,200
1732415049493,00002,,,,,,,,2096.000000,200
1732415049593,00002,,,,,,,,2096.000000,200
1732415049693,00002,,,,,,,,2096.000000,200
1732415049793,00002,,,,,,,,2096.000000,200
1732415049893,00002,,,,,,,,2096.000000,200
1732415049993,00002,,,,,,,,2096.000000,200
1732415050093,00002,,,,,,,,2096.000000,200
1732415050193,00002,,,,,,,,2096.000000,200
1732415050293,00002,,,,,,,,2096.000000,200
1732415050393,00002,,,,,,,,2096.000000,200
1732415050493,00002,,,,,,,,2096.000000,200
1732415050593,00002,,,,,,,,2096.000000,200
1732415050693,00002,,,,,,,,2096.000000,200
1732415050793,00002,,,,,,,,2096.000000,200
1732415050893,00002,,,,,,,,2096.000000,200
1732415050993,00002,,,,,,,,2096.000000,200
1732415051093,00002,,,,,,,,2096.000000,200
1732415051193,00002,,,,,,,,2096.000000,200
1732415051293,00002,,,,,,,,2096.000000,200
1732415051393,00002,,,,,,,,2096.000000,200
1732415051493,00002,,,,,,,,2096.000000,200
1732415051593,00002,,,,,,,,2096.000000,200
1732415051693,00002,,,,,,,,2096.000000,200
1732415051793,00002,,,,,,,,2096.000000,200
1732415051893,00002,,,,,,,,2096.000000,200
1732415051993,00002,,,,,,,,2096.000000,200
1732415052093,00002,,,,,,,,2096.000000,200
1732415052193,00002,,,,,,,,2096.000000,200
1732415052293,00002,,,,,,,,2096.000000,200
1732415052393,00002,,,,,,,,2096.000000,200
1732415052493,00002,,,,,,,,2096.000000,200
1732415052593,00002,,,,,,,,2096.000000,200
1732415052693,00002,,,,,,,,2096.000000,200
1732415052793,00002,,,,,,,,2096.000000,200
1732415052893,00002,,,,,,,,2096.000000,200
1732415052993,00002,,,,,,,,2096.000000,200
1732415053093,00002,,,,,,,,2096.000000,200
1732415053193,00002,,,,,,,,2096.000000,200
1732415053293,00002,,,,,,,,2096.000000,200
1732415053393,00002,,,,,,,,2096.000000,200
1732415053493,00002,,,,,,,,2096.000000,200
1732415053593,00002,,,,,,,,2096.000000,200
1732415053693,00002,,,,,,,,2096.000000,200
1732415053793,00002,,,,,,,,2096.000000,200
1732415053893,00002,,,,,,,,2096.000000,200
1732415053993,00002,,,,,,,,2096.000000,200
1732415054093,00002,,,,,,,,2096.000000,200
1732415054193,00002,,,,,,,,2096.000000,200
1732415054293,00002,,,,,,,,2096.000000,200
1732415054393,00002,,,,,,,,2096.000000,200
1732415054493,00002,,,,,,,,2096.000000,200
1732415054593,00002,,,,,,,,2096.000000,200
1732415054693,00002,,,,,,,,2096.000000,200
1732415054793,00002,,,,,,,,2096.000000,200
1732415054893,00002,,,,,,,,2096.000000,200
1732415054993,00002,,,,,,,,2096.000000,200
1732415055093,00002,,,,,,,,2096.000000,200
1732415055193,00002,,,,,,,,2096.000000,200
1732415055293,00002,,,,,,,,2096.000000,200
1732415055393,00002,,,,,,,,2096.000000,200
1732415055493,00002,,,,,,,,2096.000000,200
1732415055593,00002,,,,,,,,2096.000000,200
1732415055693,00002,,,,,,,,2096.000000,200
1732415055793,00002,,,,,,,,2096.000000,200
1732415055893,00002,,,,,,,,2096.000000,200
1732415055993,00002,,,,,,,,2096.000000,200
1732415056093,00002,,,,,,,,2096.000000,200
1732415056193,00002,,,,,,,,2096.000000,200
1732415056293,00002,,,,,,,,2096.000000,200
1732415056393,00002,,,,,,,,2096.000000,200
1732415056493,00002,,,,,,,,2096.000000,200
1732415056593,00002,,,,,,,,2096.000000,200
1732415056693,00002,,,,,,,,2096.000000,200
1732415056793,00002,,,,,,,,2096.000000,200
1732415056893,00002,,,,,,,,2096.000000,200
1732415056993,00002,,,,,,,,2096.000000,200
1732415057093,00002,,,,,,,,2096.000000,200
1732415057193,00002,,,,,,,,2096.000000,200
1732415057293,00002,,,,,,,,2096.000000,200
1732415057393,00002,,,,,,,,2096.000000,200
1732415057493,00002,,,,,,,,2096.000000,200
1732415057593,00002,,,,,,,,2096.000000,200
1732415057693,00002,,,,,,,,2096.000000,200
1732415057793,00002,,,,,,,,2096.000000,200
1732415057893,00002,,,,,,,,2096.000000,200
1732415057993,00002,,,,,,,,2096.000000,200
1732415058093,00002,,,,,,,,2096.000000,200
1732415058193,00002,,,,,,,,2096.000000,200
1732415058293,00002,,,,,,,,2096.000000,200
1732415058393,00002,,,,,,,,2096.000000,200
1732415058493,00002,,,,,,,,2096.000000,200
1732415058593,00002,,,,,,,,2096.000000,200
1732415058693,00002,,,,,,,,2096.000000,200
1732415058793,00002,,,,,,,,2096.000000,200
1732415058893,00002,,,,,,,,2096.000000,200
1732415058993,00002,,,,,,,,2096.000000,200
1732415059093,00002,,,,,,,,2096.000000,200
1732415059193,00002,,,,,,,,2096.000000,200
1732415059293,00002,,,,,,,,2096.000000,200
1732415059393,00002,,,,,,,,2096.000000,200
1732415059493,00002,,,,,,,,2096.000000,200
1732415059593,00002,,,,,,,,2096.000000,200
1732415059693,00002,,,,,,,,2096.000000,200
1732415059793,00002,,,,,,,,2096.000000,200
1732415059893,00002,,,,,,,,2096.000000,200
1732415059993,00002,,,,,,,,2096.000000,200
1732415060093,00002,,,,,,,,2096.000000,200
1732415060193,00002,,,,,,,,2096.000000,200
1732415060293,00002,,,,,,,,2096.000000,200
1732415060393,00002,,,,,,,,2096.000000,200
1732415060493,00002,,,,,,,,2096.000000,200
1732415060593,00002,,,,,,,,2096.000000,200
1732415060693,00002,,,,,,,,2096.000000,200
1732415060793,00002,,,,,,,,2096.000000,200
1732415060893,00002,,,,,,,,2096.000000,200
1732415060993,00002,,,,,,,,2096.000000,200
1732415061093,00002,,,,,,,,2096.000000,200
1732415061193,00002,,,,,,,,2096.000000,200
1732415061293,00002,,,,,,,,2096.000000,200
1732415061393,00002,,,,,,,,2096.000000,200
1732415061493,00002,,,,,,,,2096.000000,200
1732415061593,00002,,,,,,,,2096.000000,200
1732415061693,00002,,,,,,,,2096.000000,200
1732415061793,00002,,,,,,,,2096.000000,200
