timestamp,ueImsiComplete,plmId,nrCellId,dlAvailablePrbs,ulAvailablePrbs,qci,dlPrbUsage,ulPrbUsage,TB.TotNbrDl.1,TB.TotNbrDlInitial,TB.TotNbrDlInitial.Qpsk,TB.TotNbrDlInitial.16Qam,TB.TotNbrDlInitial.64Qam,RRU.PrbUsedDl,TB.ErrTotalNbrDl.1,QosFlow.PdcpPduVolumeDL_Filter,CARR.PDSCHMCSDist.Bin1,CARR.PDSCHMCSDist.Bin2,CARR.PDSCHMCSDist.Bin3,CARR.PDSCHMCSDist.Bin4,CARR.PDSCHMCSDist.Bin5,CARR.PDSCHMCSDist.Bin6,L1M.RS-SINR.Bin34,L1M.RS-SINR.Bin46, L1M.RS-SINR.Bin58,L1M.RS-SINR.Bin70,L1M.RS-SINR.Bin82,L1M.RS-SINR.Bin94,L1M.RS-SINR.Bin127,DRB.BufferSize.Qos,DRB.MeanActiveUeDl,TB.TotNbrDl.1.UEID,TB.TotNbrDlInitial.UEID,TB.TotNbrDlInitial.Qpsk.UEID,TB.TotNbrDlInitial.16Qam.UEID,TB.TotNbrDlInitial.64Qam.UEID,TB.ErrTotalNbrDl.1.UEID,QosFlow.PdcpPduVolumeDL_Filter.UEID,RRU.PrbUsedDl.UEID,CARR.PDSCHMCSDist.Bin1.UEID,CARR.PDSCHMCSDist.Bin2.UEID,CARR.PDSCHMCSDist.Bin3.UEID,CARR.PDSCHMCSDist.Bin4.UEID,CARR.PDSCHMCSDist.Bin5.UEID,CARR.PDSCHMCSDist.Bin6.UEID,L1M.RS-SINR.Bin34.UEID, L1M.RS-SINR.Bin46.UEID,L1M.RS-SINR.Bin58.UEID,L1M.RS-SINR.Bin70.UEID,L1M.RS-SINR.Bin82.UEID,L1M.RS-SINR.Bin94.UEID,L1M.RS-SINR.Bin127.UEID,DRB.BufferSize.Qos.UEID,DRB.UEThpDl.UEID, DRB.UEThpDlPdcpBased.UEID
1732415047993,00002,111,3,139,139,1,25,0,449,276,3,196,250,36,173,508630,3,0,196,0,0,250,0,0,0,182,0,0,267,851,1,449,276,3,196,250,173,508630,36.544257,3,0,196,0,0,250,0,0,0,182,0,0,267,851,8224.000000,15615.000000
1732415048093,00002,111,3,139,139,1,53,0,325,218,0,120,205,74,107,400284,0,0,120,0,0,205,0,0,44,74,0,0,207,1310,1,325,218,0,120,205,107,400284,74.886250,0,0,120,0,0,205,0,0,44,74,0,0,207,1310,8448.000000,15510.000000
1732415048193,00002,111,3,139,139,1,53,0,331,208,40,76,215,75,123,410804,0,40,76,0,0,215,0,0,118,0,0,0,213,3532,1,331,208,40,76,215,123,410804,75.879107,0,40,76,0,0,215,0,0,118,0,0,0,213,3532,8565.000000,15929.000000
1732415048293,00002,111,3,139,139,1,55,0,336,209,76,42,218,77,127,415684,0,76,42,0,0,218,0,0,115,0,0,0,221,0,1,336,209,76,42,218,127,415684,77.542143,0,76,42,0,0,218,0,0,115,0,0,0,221,0,8642.000000,17187.000000
1732415048393,00002,111,3,139,139,1,53,0,328,210,40,76,212,75,118,406150,0,40,76,0,0,212,0,0,119,0,0,0,209,3532,1,328,210,40,76,212,118,406150,75.333036,0,40,76,0,0,212,0,0,119,0,0,0,209,3532,8663.000000,15615.000000
1732415048493,00002,111,3,139,139,1,52,0,335,215,76,46,213,73,120,413421,0,76,0,46,0,213,0,0,72,0,42,0,221,1310,1,335,215,76,46,213,120,413421,73.123929,0,76,0,46,0,213,0,0,72,0,42,0,221,1310,8744.000000,16872.000000
1732415048593,00002,111,3,139,139,1,47,0,328,230,0,128,200,66,98,397107,0,0,43,85,0,200,0,0,44,0,76,0,208,1310,1,328,230,0,128,200,98,397107,66.620714,0,0,43,85,0,200,0,0,44,0,76,0,208,1310,8790.000000,14881.000000
1732415048693,00002,111,3,139,139,1,51,0,341,217,0,138,203,71,124,404410,0,0,138,0,0,203,0,0,76,54,0,0,211,727,1,341,217,0,138,203,124,404410,71.833214,0,0,138,0,0,203,0,0,76,54,0,0,211,727,8756.000000,14776.000000
1732415048793,00002,111,3,139,139,1,47,0,378,224,0,178,200,66,154,410849,0,0,178,0,0,200,0,0,0,155,0,0,223,0,1,378,224,0,178,200,154,410849,66.397321,0,0,178,0,0,200,0,0,0,155,0,0,223,0,8173.000000,5449.000000
1732415048893,00002,111,3,139,139,1,49,0,362,214,0,156,206,69,148,412296,0,0,156,0,0,206,0,0,42,99,0,0,221,392,1,362,214,0,156,206,148,412296,69.921964,0,0,156,0,0,206,0,0,42,99,0,0,221,392,8335.000000,14252.000000
1732415048993,00002,111,3,139,139,1,52,0,356,210,0,136,220,73,146,427300,0,0,136,0,0,220,0,0,72,57,0,0,227,0,1,356,210,0,136,220,146,427300,73.347321,0,0,136,0,0,220,0,0,72,57,0,0,227,0,8598.000000,17396.000000
1732415049093,00002,111,3,139,139,1,49,0,363,215,0,154,209,69,148,416273,0,0,154,0,0,209,0,0,42,99,0,0,222,1310,1,363,215,0,154,209,148,416273,69.921964,0,0,154,0,0,209,0,0,42,99,0,0,222,1310,8570.000000,14147.000000
1732415049193,00002,111,3,139,139,1,53,0,335,206,0,116,219,75,129,421717,0,0,116,0,0,219,0,0,116,0,0,0,219,1310,1,335,206,0,116,219,129,421717,75.829464,0,0,116,0,0,219,0,0,116,0,0,0,219,1310,8713.000000,17815.000000
