DL/UL	time	frame	subF	slot	1stSym	symbol#	cellId	rnti	ccId	tbSize	mcs	rv	SINR(dB)	corrupt	TBler
DL	0.286893	28	6	3	1	7	3	1	0	1484	28	3	18.034	1	1
DL	0.286982	28	6	3	1	12	4	1	0	1244	18	0	38.5624	0	0
DL	0.287036	28	7	0	1	1	4	1	0	100	18	0	12.705	0	1.43372e-07
DL	0.287232	28	7	0	1	12	3	1	0	1105	16	0	39.419	0	0
DL	0.287482	28	7	1	1	12	4	1	0	1244	18	1	12.705	0	0
DL	0.287482	28	7	1	1	12	3	1	0	1105	16	1	18.034	0	0
DL	0.287732	28	7	2	1	12	4	1	0	2541	28	0	12.705	1	1
DL	0.287732	28	7	2	1	12	3	1	0	1105	16	0	18.034	0	0
DL	0.287982	28	7	3	1	12	4	1	0	1244	18	0	12.705	0	0
DL	0.287982	28	7	3	1	12	3	1	0	1105	16	1	18.034	0	0
DL	0.288054	28	8	0	1	2	4	1	0	204	18	0	12.705	0	1.43372e-07
DL	0.288232	28	8	0	1	12	3	1	0	1105	16	0	39.0082	0	0
DL	0.288482	28	8	1	1	12	4	1	0	1244	18	0	12.705	0	0
DL	0.288482	28	8	1	1	12	3	1	0	1105	16	0	18.034	0	0
DL	0.288732	28	8	2	1	12	4	1	0	1244	18	1	12.705	0	0
DL	0.288732	28	8	2	1	12	3	1	0	1105	16	0	18.034	0	0
DL	0.288982	28	8	3	1	12	4	1	0	1244	18	0	12.705	0	0
DL	0.288982	28	8	3	1	12	3	1	0	2541	28	0	18.034	1	1
DL	0.289054	28	9	0	1	2	4	1	0	204	18	0	12.705	0	1.43372e-07
DL	0.289232	28	9	0	1	12	3	1	0	1105	16	0	39.0082	0	0
DL	0.289482	28	9	1	1	12	4	1	0	1244	18	0	12.705	0	0
DL	0.289482	28	9	1	1	12	3	1	0	1105	16	0	18.034	0	0
DL	0.289536	28	9	2	1	1	4	1	0	100	18	0	12.705	0	1.43372e-07
DL	0.289625	28	9	2	1	6	3	1	0	551	16	0	39.0083	0	0
DL	0.289982	28	9	3	1	12	4	1	0	1244	18	0	12.705	0	0
DL	0.289982	28	9	3	1	12	3	1	0	1105	16	1	18.034	0	0
DL	0.290036	29	0	0	1	1	4	1	0	100	18	0	12.705	0	1.43372e-07
DL	0.290232	29	0	0	1	12	3	1	0	1105	16	0	39.419	0	0
DL	0.290411	29	0	1	1	8	3	1	0	1694	28	0	18.034	1	1
DL	0.290482	29	0	1	1	12	4	1	0	1244	18	0	37.5961	0	0
DL	0.290536	29	0	2	1	1	4	1	0	100	18	0	42.3579	0	0
DL	0.290893	29	0	3	1	7	3	1	0	1484	28	0	18.034	1	1
DL	0.290982	29	0	3	1	12	4	1	0	1244	18	0	38.5624	0	0
DL	0.291036	29	1	0	1	1	4	1	0	209	28	0	42.3579	0	5.701e-14
DL	0.291393	29	1	1	1	7	4	1	0	1484	28	0	12.705	1	1
DL	0.291411	29	1	1	1	8	3	1	0	1694	28	1	30.9615	0	0
DL	0.291661	29	1	2	1	8	3	1	0	1694	28	2	39.7942	0	0
DL	0.291893	29	1	3	1	7	4	1	0	1484	28	0	12.705	0	0
DL	0.291982	29	1	3	1	12	3	1	0	1105	16	0	36.0325	0	0
DL	0.292054	29	2	0	1	2	3	1	0	422	28	0	39.7942	0	5.701e-14
DL	0.292393	29	2	1	1	7	4	1	0	1484	28	1	12.705	1	1
DL	0.292482	29	2	1	1	12	3	1	0	2541	28	0	36.0325	0	0
DL	0.292536	29	2	2	1	1	3	1	0	209	28	0	18.034	1	1
DL	0.292643	29	2	2	1	7	4	1	0	1484	28	2	41.6892	0	0
DL	0.292893	29	2	3	1	7	3	1	0	1484	28	0	18.034	1	1
DL	0.292982	29	2	3	1	12	4	1	0	1244	18	0	38.5624	0	0
DL	0.293036	29	3	0	1	1	4	1	0	100	18	0	42.3579	0	0
DL	0.293482	29	3	1	1	12	3	1	0	1105	16	0	18.034	0	0
DL	0.293482	29	3	1	1	12	4	1	0	1244	18	1	12.705	0	0
DL	0.293571	29	3	2	1	3	3	1	0	274	16	0	18.034	0	5.58772e-06
DL	0.293732	29	3	2	1	12	4	1	0	2541	28	0	41.1101	0	0
DL	0.293893	29	3	3	1	7	3	1	0	1484	28	1	18.034	1	0.48271
DL	0.293893	29	3	3	1	7	4	1	0	1484	28	0	12.705	1	1
DL	0.294143	29	4	0	1	7	3	1	0	1484	28	2	39.7942	0	0
DL	0.294393	29	4	1	1	7	4	1	0	1484	28	0	12.705	0	0
DL	0.294482	29	4	1	1	12	3	1	0	1105	16	0	36.0325	0	0
DL	0.294571	29	4	2	1	3	3	1	0	274	16	0	39.7942	0	0
DL	0.294893	29	4	3	1	7	3	1	0	1484	28	3	18.034	1	1
DL	0.294982	29	4	3	1	12	4	1	0	1244	18	0	38.5624	0	0
DL	0.295036	29	5	0	1	1	4	1	0	100	18	0	12.705	0	1.43372e-07
DL	0.295232	29	5	0	1	12	3	1	0	2541	28	0	39.419	0	0
DL	0.295393	29	5	1	1	7	3	1	0	1484	28	0	18.034	1	1
DL	0.295482	29	5	1	1	12	4	1	0	1244	18	0	38.5624	0	0
DL	0.295536	29	5	2	1	1	4	1	0	209	28	0	42.3579	0	5.701e-14
DL	0.295982	29	5	3	1	12	3	1	0	2541	28	1	18.034	1	1
DL	0.295982	29	5	3	1	12	4	1	0	1244	18	0	12.705	0	0
DL	0.296036	29	6	0	1	1	4	1	0	209	28	0	12.705	1	1
DL	0.296232	29	6	0	1	12	3	1	0	1105	16	0	39.419	0	0
DL	0.296393	29	6	1	1	7	4	1	0	1484	28	0	12.705	1	1
DL	0.296393	29	6	1	1	7	3	1	0	1484	28	1	18.034	1	0.48271
DL	0.296643	29	6	2	1	7	3	1	0	1484	28	2	39.7942	0	0
DL	0.296786	29	6	3	1	1	4	1	0	209	28	1	12.705	0	1.40393e-07
DL	0.296804	29	6	3	2	1	4	1	0	209	28	2	12.705	1	1
DL	0.296982	29	6	3	1	12	3	1	0	1105	16	1	18.0461	0	0
DL	0.296982	29	6	3	3	10	4	1	0	1036	18	0	12.705	0	0
DL	0.297071	29	7	0	1	3	4	1	0	308	18	0	12.705	0	1.43372e-07
DL	0.297232	29	7	0	1	12	3	1	0	1105	16	0	38.5545	0	0
DL	0.297393	29	7	1	1	7	3	1	0	1484	28	3	18.034	1	1
DL	0.297446	29	7	1	1	10	4	1	0	1036	18	1	37.1401	0	0
DL	0.297696	29	7	2	1	10	4	1	0	1036	18	2	12.705	0	0
DL	0.297732	29	7	2	1	12	3	1	0	1105	16	0	32.1552	0	0
DL	0.297982	29	7	3	1	12	4	1	0	1244	18	0	12.705	0	0
DL	0.297982	29	7	3	1	12	3	1	0	2541	28	0	18.034	1	1
DL	0.298036	29	8	0	1	1	4	1	0	209	28	0	12.705	0	1.40393e-07
DL	0.298179	29	8	0	1	9	3	1	0	828	16	0	39.2863	0	0
DL	0.298482	29	8	1	1	12	4	1	0	1244	18	0	12.705	0	0
DL	0.298482	29	8	1	1	12	3	1	0	1105	16	1	18.034	0	0
DL	0.298732	29	8	2	1	12	4	1	0	1244	18	0	12.705	0	0
DL	0.298732	29	8	2	1	12	3	1	0	1105	16	0	18.034	0	0
DL	0.298929	29	8	3	1	9	3	1	0	828	16	1	18.034	0	7.06102e-14
DL	0.298982	29	8	3	1	12	4	1	0	1244	18	0	36.3514	0	0
DL	0.299071	29	9	0	1	3	4	1	0	308	18	0	12.705	0	1.43372e-07
DL	0.299179	29	9	0	1	9	3	1	0	828	16	2	38.0478	0	0
DL	0.299482	29	9	1	1	12	4	1	0	1244	18	0	12.705	0	0
DL	0.299482	29	9	1	1	12	3	1	0	1105	16	0	18.034	0	0
DL	0.299536	29	9	2	1	1	4	1	0	209	28	0	12.705	1	1
DL	0.299607	29	9	2	1	5	3	1	0	459	16	0	38.8324	0	0
DL	0.299982	29	9	3	1	12	4	1	0	1244	18	0	12.705	0	0
DL	0.299982	29	9	3	1	12	3	1	0	2541	28	0	18.034	1	1
DL	0.300036	30	0	0	1	1	4	1	0	100	18	0	12.705	0	1.43372e-07
DL	0.300054	30	0	0	1	2	3	1	0	181	16	0	36.813	0	0
DL	0.300393	30	0	1	1	7	3	1	0	1484	28	0	11.449	1	1
DL	0.300482	30	0	1	1	12	4	1	0	1244	18	0	39.7923	0	0
DL	0.300536	30	0	2	1	1	4	1	0	100	18	0	43.5793	0	0
DL	0.300804	30	0	3	1	2	3	1	0	181	16	1	11.449	0	0
DL	0.300839	30	0	3	3	2	3	1	0	181	16	2	11.449	0	0
DL	0.300964	30	0	3	5	7	3	1	0	1484	28	0	11.449	1	1
DL	0.300982	30	0	3	1	12	4	1	0	1244	18	0	32.9059	0	0
DL	0.301036	30	1	0	1	1	4	1	0	209	28	0	43.5793	0	5.701e-14
DL	0.301393	30	1	1	1	7	3	1	0	1484	28	1	11.449	0	5.13035e-10
DL	0.301393	30	1	1	1	7	4	1	0	1484	28	0	17.545	1	1
DL	0.301643	30	1	2	1	7	3	1	0	1484	28	2	41.3131	0	0
DL	0.301893	30	1	3	1	7	4	1	0	1484	28	0	17.545	0	0
DL	0.301982	30	1	3	1	12	3	1	0	1244	18	0	37.5173	0	0
DL	0.302036	30	2	0	1	1	3	1	0	100	18	0	41.3131	0	0
DL	0.302393	30	2	1	1	7	4	1	0	1484	28	1	17.545	1	1
DL	0.302482	30	2	1	1	12	3	1	0	2541	28	0	37.5173	0	0
DL	0.302536	30	2	2	1	1	3	1	0	209	28	0	11.449	1	1
DL	0.302643	30	2	2	1	7	4	1	0	1484	28	2	42.9117	0	0
DL	0.302893	30	2	3	1	7	3	1	0	1484	28	0	11.449	1	1
DL	0.302911	30	2	3	1	8	4	1	0	1383	24	0	34.6236	0	0
DL	0.303411	30	3	1	1	8	4	1	0	1383	24	1	17.545	0	2.00994e-09
DL	0.303482	30	3	1	1	12	3	1	0	1244	18	0	36.5508	0	0
DL	0.303536	30	3	2	1	1	3	1	0	100	18	0	11.449	0	0.00263621
DL	0.303661	30	3	2	1	8	4	1	0	1383	24	2	43.001	0	0
DL	0.303893	30	3	3	1	7	3	1	0	1484	28	1	11.449	0	5.13035e-10
DL	0.303982	30	3	3	1	12	4	1	0	2541	28	0	39.7923	0	0
DL	0.304036	30	4	0	1	1	4	1	0	170	24	0	17.545	0	1.234e-06
DL	0.304143	30	4	0	1	7	3	1	0	1484	28	2	40.6444	0	0
DL	0.304482	30	4	1	1	12	4	1	0	2541	28	0	17.545	1	1
DL	0.304482	30	4	1	1	12	3	1	0	1244	18	0	11.449	0	5.16173e-10
DL	0.304536	30	4	2	1	1	4	1	0	209	28	0	17.545	0	0
DL	0.304536	30	4	2	1	1	3	1	0	100	18	0	11.449	0	0.00263621
DL	0.304911	30	4	3	1	8	4	1	0	1383	24	0	17.545	0	2.00994e-09
DL	0.304982	30	4	3	1	12	3	1	0	2541	28	0	36.5508	0	0
DL	0.305036	30	5	0	1	1	3	1	0	100	18	0	41.3131	0	0
DL	0.305411	30	5	1	1	8	4	1	0	1383	24	1	17.545	0	2.00994e-09
DL	0.305482	30	5	1	1	12	3	1	0	1244	18	0	36.5508	0	0
DL	0.305536	30	5	2	1	1	3	1	0	209	28	0	11.449	1	1
DL	0.305661	30	5	2	1	8	4	1	0	1383	24	0	43.001	0	0
DL	0.305893	30	5	3	1	7	3	1	0	1484	28	0	11.449	1	1
DL	0.305911	30	5	3	1	8	4	1	0	1383	24	0	34.6236	0	0
DL	0.306286	30	6	1	1	1	3	1	0	209	28	1	11.449	0	0.00260625
DL	0.306304	30	6	1	2	1	3	1	0	209	28	2	11.449	1	1
DL	0.306393	30	6	1	1	7	4	1	0	1484	28	0	17.6003	1	1
DL	0.306482	30	6	1	3	10	3	1	0	1036	18	0	38.3073	0	0
DL	0.306571	30	6	2	1	3	3	1	0	308	18	0	41.3131	0	0
DL	0.306893	30	6	3	1	7	4	1	0	1484	28	0	17.545	0	0
DL	0.306893	30	6	3	1	7	3	1	0	1484	28	1	11.449	0	5.13035e-10
DL	0.307143	30	7	0	1	7	3	1	0	1484	28	2	41.3131	0	0
DL	0.307393	30	7	1	1	7	4	1	0	1484	28	1	17.545	1	1
DL	0.307393	30	7	1	1	7	3	1	0	1484	28	0	11.449	1	1
DL	0.307643	30	7	2	1	7	4	1	0	1484	28	2	43.5793	0	0
DL	0.307911	30	7	3	1	8	4	1	0	1383	24	0	17.545	0	2.00994e-09
DL	0.307982	30	7	3	1	12	3	1	0	2541	28	0	36.5508	0	0
DL	0.308036	30	8	0	1	1	3	1	0	100	18	0	41.3131	0	0
DL	0.308393	30	8	1	1	7	3	1	0	1484	28	1	11.449	0	5.13035e-10
DL	0.308411	30	8	1	1	8	4	1	0	1383	24	1	34.6236	0	0
DL	0.308643	30	8	2	1	7	3	1	0	1484	28	2	11.449	1	1
DL	0.308661	30	8	2	1	8	4	1	0	1383	24	2	34.6236	0	0
DL	0.308893	30	8	3	1	7	3	1	0	1484	28	0	11.449	1	1
DL	0.308982	30	8	3	1	12	4	1	0	2073	24	0	39.7923	0	0
DL	0.309071	30	9	0	1	3	4	1	0	634	28	0	43.5793	0	0
DL	0.309482	30	9	1	1	12	3	1	0	1244	18	0	11.449	0	0
DL	0.309482	30	9	1	1	12	4	1	0	2541	28	0	17.545	1	1
DL	0.309536	30	9	2	1	1	4	1	0	209	28	0	17.545	0	0
DL	0.309732	30	9	2	1	12	3	1	0	1244	18	1	40.9356	0	0
DL	0.309893	30	9	3	1	7	4	1	0	1484	28	0	17.545	1	1
DL	0.309893	30	9	3	1	7	3	1	0	1484	28	1	11.449	0	5.13035e-10
DL	0.310143	31	0	0	1	7	3	1	0	1484	28	2	41.3131	0	0
DL	0.310393	31	0	1	1	7	4	1	0	1484	28	1	17.545	0	0
DL	0.310482	31	0	1	1	12	3	1	0	2541	28	0	37.5173	0	0
DL	0.310554	31	0	2	1	2	3	1	0	204	18	0	11.449	0	0.00263621
DL	0.310661	31	0	2	1	8	4	1	0	1383	24	0	42.3336	0	0
DL	0.310911	31	0	3	1	8	4	1	0	1383	24	1	17.545	0	2.00994e-09
DL	0.310982	31	0	3	1	12	3	1	0	2541	28	0	36.5508	0	0
DL	0.311036	31	1	0	1	1	3	1	0	209	28	0	11.449	1	1
DL	0.311161	31	1	0	1	8	4	1	0	1383	24	2	43.001	0	0
DL	0.311393	31	1	1	1	7	4	1	0	1484	28	0	17.545	1	1
DL	0.311482	31	1	1	1	12	3	1	0	1244	18	0	37.5173	0	0
DL	0.311536	31	1	2	1	1	3	1	0	209	28	0	41.3131	0	0
DL	0.311982	31	1	3	1	12	4	1	0	2541	28	0	17.545	0	0
DL	0.311982	31	1	3	1	12	3	1	0	1244	18	0	11.449	0	0
DL	0.312036	31	2	0	1	1	4	1	0	170	24	0	17.545	0	1.234e-06
DL	0.312036	31	2	0	1	1	3	1	0	209	28	0	11.449	1	1
DL	0.312286	31	2	1	1	1	4	1	0	170	24	1	17.545	0	1.234e-06
DL	0.312304	31	2	1	2	1	4	1	0	170	24	2	17.545	0	1.234e-06
DL	0.312393	31	2	1	1	7	3	1	0	1484	28	0	11.5815	1	1
DL	0.312446	31	2	1	3	8	4	1	0	1383	24	0	39.3377	0	0
DL	0.312786	31	2	3	1	1	3	1	0	209	28	1	11.449	0	0.00260625
DL	0.312804	31	2	3	2	1	3	1	0	209	28	2	11.449	1	1
DL	0.312911	31	2	3	1	8	4	1	0	1383	24	0	17.5934	0	3.97923e-10
DL	0.312982	31	2	3	3	10	3	1	0	1036	18	0	37.3404	0	0
DL	0.313071	31	3	0	1	3	3	1	0	308	18	0	41.3131	0	0
DL	0.313393	31	3	1	1	7	4	1	0	1484	28	0	17.545	1	1
DL	0.313393	31	3	1	1	7	3	1	0	1484	28	1	11.449	0	3.69953e-11
DL	0.313643	31	3	2	1	7	3	1	0	1484	28	2	41.3131	0	0
DL	0.313893	31	3	3	1	7	3	1	0	1484	28	0	11.449	1	1
DL	0.313911	31	3	3	1	8	4	1	0	1383	24	0	34.6236	0	0
DL	0.314411	31	4	1	1	8	4	1	0	1383	24	1	17.545	0	2.00994e-09
DL	0.314482	31	4	1	1	12	3	1	0	2541	28	0	36.5508	0	0
DL	0.314536	31	4	2	1	1	3	1	0	100	18	0	11.449	0	0.00263621
DL	0.314661	31	4	2	1	8	4	1	0	1383	24	2	43.001	0	0
DL	0.314893	31	4	3	1	7	3	1	0	1484	28	1	11.449	0	5.13035e-10
DL	0.314893	31	4	3	1	7	4	1	0	1484	28	0	17.545	1	1
DL	0.315143	31	5	0	1	7	3	1	0	1484	28	2	41.3131	0	0
DL	0.315482	31	5	1	1	12	4	1	0	2541	28	0	17.545	0	0
DL	0.315482	31	5	1	1	12	3	1	0	1244	18	0	11.449	0	5.16173e-10
DL	0.315536	31	5	2	1	1	4	1	0	170	24	0	17.545	0	1.234e-06
DL	0.315536	31	5	2	1	1	3	1	0	100	18	0	11.449	0	0.00263621
DL	0.315786	31	5	3	1	1	4	1	0	170	24	1	17.545	0	1.234e-06
DL	0.315804	31	5	3	2	1	4	1	0	170	24	2	17.545	0	1.234e-06
DL	0.315946	31	5	3	3	8	4	1	0	1383	24	0	17.545	0	2.00994e-09
DL	0.315982	31	5	3	1	12	3	1	0	2541	28	0	33.5544	0	0
DL	0.316036	31	6	0	1	1	3	1	0	100	18	0	41.3131	0	0
DL	0.316411	31	6	1	1	8	4	1	0	1383	24	0	17.545	0	2.00994e-09
DL	0.316482	31	6	1	1	12	3	1	0	1244	18	0	36.5508	0	0
DL	0.316536	31	6	2	1	1	3	1	0	209	28	0	41.3131	0	5.701e-14
DL	0.316893	31	6	3	1	7	3	1	0	1484	28	0	11.449	1	1
DL	0.316911	31	6	3	1	8	4	1	0	1383	24	0	34.6236	0	0
DL	0.317393	31	7	1	1	7	3	1	0	1484	28	0	11.449	1	1
DL	0.317411	31	7	1	1	8	4	1	0	1383	24	0	34.6236	0	0
DL	0.317893	31	7	3	1	7	3	1	0	1484	28	1	11.449	0	5.13035e-10
DL	0.317893	31	7	3	1	7	4	1	0	1484	28	0	17.545	1	1
DL	0.318143	31	8	0	1	7	3	1	0	1484	28	2	41.3131	0	0
DL	0.318393	31	8	1	1	7	4	1	0	1484	28	0	17.545	0	0
DL	0.318393	31	8	1	1	7	3	1	0	1484	28	1	11.449	0	5.13035e-10
DL	0.318643	31	8	2	1	7	3	1	0	1484	28	2	41.3131	0	0
DL	0.318893	31	8	3	1	7	4	1	0	1484	28	1	17.545	1	1
DL	0.318893	31	8	3	1	7	3	1	0	1484	28	0	11.449	1	1
DL	0.319143	31	9	0	1	7	4	1	0	1484	28	2	43.5793	0	0
DL	0.319411	31	9	1	1	8	4	1	0	1383	24	0	17.545	0	2.00994e-09
DL	0.319482	31	9	1	1	12	3	1	0	2541	28	0	36.5508	0	0
DL	0.319732	31	9	2	1	12	3	1	0	1244	18	0	41.3131	0	0
DL	0.319911	31	9	3	1	8	4	1	0	1383	24	1	17.545	0	2.00994e-09
DL	0.319982	31	9	3	1	12	3	1	0	1244	18	0	36.5508	0	0
DL	0.320054	32	0	0	1	2	3	1	0	422	28	0	11.449	1	1
DL	0.320161	32	0	0	1	8	4	1	0	1383	24	2	42.3336	0	0
DL	0.320393	32	0	1	1	7	3	1	0	1484	28	0	11.449	1	1
DL	0.320482	32	0	1	1	12	4	1	0	2073	24	0	39.7923	0	0
DL	0.320589	32	0	2	1	4	4	1	0	690	24	0	43.5793	0	0
DL	0.320804	32	0	3	1	2	3	1	0	422	28	1	11.449	0	7.22423e-08
DL	0.320839	32	0	3	3	2	3	1	0	422	28	2	11.449	1	1
DL	0.320982	32	0	3	1	12	4	1	0	2541	28	0	17.5773	1	1
DL	0.320982	32	0	3	5	8	3	1	0	828	18	0	11.449	0	0
DL	0.321036	32	1	0	1	1	4	1	0	209	28	0	17.545	0	0
DL	0.321107	32	1	0	1	5	3	1	0	516	18	0	40.3452	0	0
DL	0.321393	32	1	1	1	7	4	1	0	1484	28	0	17.545	1	1
DL	0.321411	32	1	1	1	8	3	1	0	828	18	1	32.3135	0	0
DL	0.321661	32	1	2	1	8	3	1	0	828	18	2	41.3131	0	0
DL	0.321893	32	1	3	1	7	4	1	0	1484	28	1	17.545	0	0
DL	0.321893	32	1	3	1	7	3	1	0	1484	28	0	11.449	1	1
DL	0.322161	32	2	0	1	8	4	1	0	1383	24	0	43.5793	0	0
DL	0.322411	32	2	1	1	8	4	1	0	1383	24	1	17.545	0	2.00994e-09
DL	0.322482	32	2	1	1	12	3	1	0	2541	28	0	36.5508	0	0
DL	0.322536	32	2	2	1	1	3	1	0	100	18	0	11.449	0	0.00263621
DL	0.322661	32	2	2	1	8	4	1	0	1383	24	2	43.001	0	0
DL	0.322786	32	2	3	1	1	3	1	0	100	18	1	11.449	0	0.00263621
DL	0.322804	32	2	3	2	1	3	1	0	100	18	2	11.449	0	0.00263621
DL	0.322893	32	2	3	1	7	4	1	0	1484	28	0	17.6003	1	1
DL	0.322982	32	2	3	3	10	3	1	0	1036	18	0	38.3073	0	0
DL	0.323054	32	3	0	1	2	3	1	0	422	28	0	41.3131	0	0
DL	0.323482	32	3	1	1	12	4	1	0	2541	28	0	17.545	0	0
DL	0.323482	32	3	1	1	12	3	1	0	1244	18	0	11.449	0	5.16173e-10
DL	0.323536	32	3	2	1	1	4	1	0	170	24	0	17.545	0	1.234e-06
DL	0.323536	32	3	2	1	1	3	1	0	209	28	0	11.449	1	1
DL	0.323786	32	3	3	1	1	4	1	0	170	24	1	17.545	0	1.234e-06
DL	0.323804	32	3	3	2	1	4	1	0	170	24	2	17.545	0	1.234e-06
DL	0.323893	32	3	3	1	7	3	1	0	1484	28	0	11.5815	1	1
DL	0.323946	32	3	3	3	8	4	1	0	1383	24	0	39.3377	0	0
DL	0.324411	32	4	1	1	8	4	1	0	1383	24	0	17.545	0	2.00994e-09
DL	0.324482	32	4	1	1	12	3	1	0	1244	18	0	36.5508	0	0
DL	0.324536	32	4	2	1	1	3	1	0	100	18	0	41.3131	0	0
DL	0.324893	32	4	3	1	7	4	1	0	1484	28	0	17.545	1	1
DL	0.324893	32	4	3	1	7	3	1	0	1484	28	1	11.449	0	3.69953e-11
DL	0.325143	32	5	0	1	7	3	1	0	1484	28	2	41.3131	0	0
DL	0.325393	32	5	1	1	7	3	1	0	1484	28	0	11.449	1	1
DL	0.325411	32	5	1	1	8	4	1	0	1383	24	0	34.6236	0	0
DL	0.325911	32	5	3	1	8	4	1	0	1383	24	1	17.545	0	2.00994e-09
DL	0.325982	32	5	3	1	12	3	1	0	2541	28	0	36.5508	0	0
DL	0.326036	32	6	0	1	1	3	1	0	100	18	0	11.449	0	0.00263621
DL	0.326161	32	6	0	1	8	4	1	0	1383	24	2	43.001	0	0
DL	0.326393	32	6	1	1	7	3	1	0	1484	28	1	11.449	0	5.13035e-10
DL	0.326393	32	6	1	1	7	4	1	0	1484	28	0	17.545	1	1
DL	0.326643	32	6	2	1	7	3	1	0	1484	28	2	41.3131	0	0
DL	0.326982	32	6	3	1	12	4	1	0	2541	28	0	17.545	0	0
DL	0.326982	32	6	3	1	12	3	1	0	1244	18	0	11.449	0	5.16173e-10
DL	0.327036	32	7	0	1	1	4	1	0	170	24	0	17.545	0	1.234e-06
DL	0.327036	32	7	0	1	1	3	1	0	100	18	0	11.449	0	0.00263621
DL	0.327286	32	7	1	1	1	4	1	0	170	24	1	17.545	0	1.234e-06
DL	0.327304	32	7	1	2	1	4	1	0	170	24	2	17.545	0	1.234e-06
DL	0.327446	32	7	1	3	8	4	1	0	1383	24	0	17.545	0	2.00994e-09
DL	0.327482	32	7	1	1	12	3	1	0	2541	28	0	33.5544	0	0
DL	0.327536	32	7	2	1	1	3	1	0	100	18	0	41.3131	0	0
DL	0.327911	32	7	3	1	8	4	1	0	1383	24	0	17.545	0	2.00994e-09
DL	0.327982	32	7	3	1	12	3	1	0	1244	18	0	36.5508	0	0
DL	0.328036	32	8	0	1	1	3	1	0	209	28	0	41.3131	0	5.701e-14
DL	0.328393	32	8	1	1	7	3	1	0	1484	28	0	11.449	1	1
DL	0.328411	32	8	1	1	8	4	1	0	1383	24	0	34.6236	0	0
DL	0.328893	32	8	3	1	7	3	1	0	1484	28	0	11.449	1	1
DL	0.328911	32	8	3	1	8	4	1	0	1383	24	0	34.6236	0	0
DL	0.329393	32	9	1	1	7	3	1	0	1484	28	1	11.449	0	5.13035e-10
DL	0.329393	32	9	1	1	7	4	1	0	1484	28	0	17.545	1	1
DL	0.329643	32	9	2	1	7	3	1	0	1484	28	2	41.3131	0	0
DL	0.329893	32	9	3	1	7	4	1	0	1484	28	0	17.545	0	0
DL	0.329893	32	9	3	1	7	3	1	0	1484	28	1	11.449	0	5.13035e-10
DL	0.330143	33	0	0	1	7	3	1	0	1484	28	2	41.3131	0	0
DL	0.330393	33	0	1	1	7	4	1	0	1484	28	1	17.545	1	1
DL	0.330393	33	0	1	1	7	3	1	0	1484	28	0	11.449	1	1
DL	0.330643	33	0	2	1	7	4	1	0	1484	28	2	43.5793	0	0
DL	0.330911	33	0	3	1	8	4	1	0	1383	24	0	17.545	0	2.00994e-09
DL	0.330982	33	0	3	1	12	3	1	0	2541	28	0	36.5508	0	0
DL	0.331232	33	1	0	1	12	3	1	0	1244	18	0	41.3131	0	0
DL	0.331411	33	1	1	1	8	4	1	0	1383	24	1	17.545	0	2.00994e-09
DL	0.331482	33	1	1	1	12	3	1	0	2541	28	1	36.5508	0	0
DL	0.331643	33	1	2	1	7	3	1	0	1484	28	0	11.449	1	1
DL	0.331661	33	1	2	1	8	4	1	0	1383	24	2	34.6236	0	0
DL	0.331893	33	1	3	1	7	3	1	0	1484	28	0	11.449	1	1
DL	0.331982	33	1	3	1	12	4	1	0	2073	24	0	39.7923	0	0
DL	0.332089	33	2	0	1	4	4	1	0	690	24	0	43.5793	0	0
DL	0.332482	33	2	1	1	12	3	1	0	1244	18	0	11.449	0	0
DL	0.332482	33	2	1	1	12	4	1	0	2541	28	0	17.545	1	1
DL	0.332536	33	2	2	1	1	4	1	0	209	28	0	17.545	0	0
DL	0.332643	33	2	2	1	7	3	1	0	1484	28	1	40.6444	0	0
DL	0.332893	33	2	3	1	7	4	1	0	1484	28	0	17.545	1	1
DL	0.332893	33	2	3	1	7	3	1	0	1484	28	2	11.449	1	1
DL	0.333232	33	3	0	1	12	3	1	0	1244	18	1	41.3131	0	0
DL	0.333393	33	3	1	1	7	4	1	0	1484	28	1	17.545	0	0
DL	0.333393	33	3	1	1	7	3	1	0	1484	28	0	11.449	1	1
DL	0.333661	33	3	2	1	8	4	1	0	1383	24	0	43.5793	0	0
DL	0.333911	33	3	3	1	8	4	1	0	1383	24	1	17.545	0	2.00994e-09
DL	0.333982	33	3	3	1	12	3	1	0	2541	28	0	36.5508	0	0
DL	0.334036	33	4	0	1	1	3	1	0	100	18	0	11.449	1	0.356784
DL	0.334161	33	4	0	1	8	4	1	0	1383	24	2	43.001	0	0
DL	0.334286	33	4	1	1	1	3	1	0	100	18	1	11.449	0	0.356861
DL	0.334304	33	4	1	2	1	3	1	0	100	18	2	11.449	0	0.00263621
DL	0.334393	33	4	1	1	7	4	1	0	1484	28	0	17.6003	1	1
DL	0.334482	33	4	1	3	10	3	1	0	1036	18	0	38.3073	0	0
DL	0.334554	33	4	2	1	2	3	1	0	422	28	0	41.3131	0	0
DL	0.334786	33	4	3	1	1	3	1	0	100	18	3	11.449	0	0.00263621
DL	0.334982	33	4	3	1	12	4	1	0	2541	28	0	17.5612	0	0
DL	0.334982	33	4	3	2	11	3	1	0	1140	18	0	11.449	0	5.16173e-10
DL	0.335036	33	5	0	1	1	4	1	0	170	24	0	17.545	0	1.234e-06
DL	0.335036	33	5	0	1	1	3	1	0	209	28	0	11.449	1	1
