timestamp,ueImsiComplete,plmId,nrCellId,dlAvailablePrbs,ulAvailablePrbs,qci,dlPrbUsage,ulPrbUsage,TB.TotNbrDl.1,TB.TotNbrDlInitial,TB.TotNbrDlInitial.Qpsk,TB.TotNbrDlInitial.16Qam,TB.TotNbrDlInitial.64Qam,RRU.PrbUsedDl,TB.ErrTotalNbrDl.1,QosFlow.PdcpPduVolumeDL_Filter,CARR.PDSCHMCSDist.Bin1,CARR.PDSCHMCSDist.Bin2,CARR.PDSCHMCSDist.Bin3,CARR.PDSCHMCSDist.Bin4,CARR.PDSCHMCSDist.Bin5,CARR.PDSCHMCSDist.Bin6,L1M.RS-SINR.Bin34,L1M.RS-SINR.Bin46, L1M.RS-SINR.Bin58,L1M.RS-SINR.Bin70,L1M.RS-SINR.Bin82,L1M.RS-SINR.Bin94,L1M.RS-SINR.Bin127,DRB.BufferSize.Qos,DRB.MeanActiveUeDl,TB.TotNbrDl.1.UEID,TB.TotNbrDlInitial.UEID,TB.TotNbrDlInitial.Qpsk.UEID,TB.TotNbrDlInitial.16Qam.UEID,TB.TotNbrDlInitial.64Qam.UEID,TB.ErrTotalNbrDl.1.UEID,QosFlow.PdcpPduVolumeDL_Filter.UEID,RRU.PrbUsedDl.UEID,CARR.PDSCHMCSDist.Bin1.UEID,CARR.PDSCHMCSDist.Bin2.UEID,CARR.PDSCHMCSDist.Bin3.UEID,CARR.PDSCHMCSDist.Bin4.UEID,CARR.PDSCHMCSDist.Bin5.UEID,CARR.PDSCHMCSDist.Bin6.UEID,L1M.RS-SINR.Bin34.UEID, L1M.RS-SINR.Bin46.UEID,L1M.RS-SINR.Bin58.UEID,L1M.RS-SINR.Bin70.UEID,L1M.RS-SINR.Bin82.UEID,L1M.RS-SINR.Bin94.UEID,L1M.RS-SINR.Bin127.UEID,DRB.BufferSize.Qos.UEID,DRB.UEThpDl.UEID, DRB.UEThpDlPdcpBased.UEID
1732483717355,00004,111,3,139,139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000
1732483717355,00006,111,3,139,139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000
1732483717355,00007,111,3,139,139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000
1732483717455,00004,111,3,139,139,1,71,0,1197,852,523,282,392,100,345,357565,9,514,0,336,201,137,0,0,647,339,123,1,87,485383,3,406,284,256,0,150,122,106900,34.923750,3,253,0,12,138,0,0,0,326,0,80,0,0,174652,1542.000000,1886.000000
1732483717455,00006,111,3,139,139,1,71,0,1197,852,523,282,392,100,345,357565,9,514,0,336,201,137,0,0,647,339,123,1,87,485383,3,396,284,264,27,105,112,70933,33.881250,3,261,0,69,63,0,0,0,321,32,43,0,0,193896,1015.000000,1152.000000
1732483717455,00007,111,3,139,139,1,71,0,1197,852,523,282,392,100,345,357565,9,514,0,336,201,137,0,0,647,339,123,1,87,485383,3,395,284,3,255,137,111,179732,33.757143,3,0,0,255,0,137,0,0,0,307,0,1,87,116835,3343.000000,7231.000000
1732483717555,00004,111,3,139,139,1,82,0,1397,892,569,297,531,115,505,421656,0,569,260,88,286,194,0,0,736,384,162,30,85,1056658,3,471,300,264,1,206,171,119711,38.349107,0,264,0,38,169,0,0,0,365,25,81,0,0,380237,1456.000000,3039.000000
1732483717555,00006,111,3,139,139,1,82,0,1397,892,569,297,531,115,505,421656,0,569,260,88,286,194,0,0,736,384,162,30,85,1056658,3,470,291,305,34,131,179,93203,39.639821,0,305,0,48,117,0,0,0,371,18,81,0,0,410045,990.000000,733.000000
1732483717555,00007,111,3,139,139,1,82,0,1397,892,569,297,531,115,505,421656,0,569,260,88,286,194,0,0,736,384,162,30,85,1056658,3,456,301,0,262,194,155,208742,38.746250,0,0,260,2,0,194,0,0,0,341,0,30,85,266376,3111.000000,5868.000000
1732483717655,00004,111,3,139,139,1,84,0,1208,1182,788,400,20,117,26,186489,0,788,400,7,8,5,0,0,796,402,6,0,4,1669917,3,402,394,394,0,8,8,55244,39.466071,0,394,0,4,4,0,0,0,400,1,1,0,0,591945,1420.000000,3877.000000
1732483717655,00006,111,3,139,139,1,84,0,1208,1182,788,400,20,117,26,186489,0,788,400,7,8,5,0,0,796,402,6,0,4,1669917,3,401,394,394,0,7,7,37884,39.515714,0,394,0,3,4,0,0,0,396,0,5,0,0,637579,940.000000,2620.000000
1732483717655,00007,111,3,139,139,1,84,0,1208,1182,788,400,20,117,26,186489,0,788,400,7,8,5,0,0,796,402,6,0,4,1669917,3,405,394,0,400,5,11,93361,39.962500,0,0,400,0,0,5,0,0,0,401,0,0,4,440393,2919.000000,7440.000000
1732483717755,00004,111,3,139,139,1,82,0,1382,918,599,317,466,115,464,387136,0,599,279,150,181,173,0,0,734,394,144,0,110,2239436,3,471,298,293,0,178,173,115792,40.310000,0,293,0,76,102,0,0,0,367,12,92,0,0,792979,1409.000000,1467.000000
1732483717755,00006,111,3,139,139,1,82,0,1382,918,599,317,466,115,464,387136,0,599,279,150,181,173,0,0,734,394,144,0,110,2239436,3,459,303,306,38,115,156,81834,38.870357,0,306,0,74,79,0,0,0,367,40,52,0,0,857934,954.000000,1048.000000
1732483717755,00007,111,3,139,139,1,82,0,1382,918,599,317,466,115,464,387136,0,599,279,150,181,173,0,0,734,394,144,0,110,2239436,3,452,317,0,279,173,135,189510,37.455536,0,0,279,0,0,173,0,0,0,342,0,0,110,588523,2913.000000,4820.000000
