timestamp,ueImsiComplete,plmId,nrCellId,dlAvailablePrbs,ulAvailablePrbs,qci,dlPrbUsage,ulPrbUsage,TB.TotNbrDl.1,TB.TotNbrDlInitial,TB.TotNbrDlInitial.Qpsk,TB.TotNbrDlInitial.16Qam,TB.TotNbrDlInitial.64Qam,RRU.PrbUsedDl,TB.ErrTotalNbrDl.1,QosFlow.PdcpPduVolumeDL_Filter,CARR.PDSCHMCSDist.Bin1,CARR.PDSCHMCSDist.Bin2,CARR.PDSCHMCSDist.Bin3,CARR.PDSCHMCSDist.Bin4,CARR.PDSCHMCSDist.Bin5,CARR.PDSCHMCSDist.Bin6,L1M.RS-SINR.Bin34,L1M.RS-SINR.Bin46, L1M.RS-SINR.Bin58,L1M.RS-SINR.Bin70,L1M.RS-SINR.Bin82,L1M.RS-SINR.Bin94,L1M.RS-SINR.Bin127,DRB.BufferSize.Qos,DRB.MeanActiveUeDl,TB.TotNbrDl.1.UEID,TB.TotNbrDlInitial.UEID,TB.TotNbrDlInitial.Qpsk.UEID,TB.TotNbrDlInitial.16Qam.UEID,TB.TotNbrDlInitial.64Qam.UEID,TB.ErrTotalNbrDl.1.UEID,QosFlow.PdcpPduVolumeDL_Filter.UEID,RRU.PrbUsedDl.UEID,CARR.PDSCHMCSDist.Bin1.UEID,CARR.PDSCHMCSDist.Bin2.UEID,CARR.PDSCHMCSDist.Bin3.UEID,CARR.PDSCHMCSDist.Bin4.UEID,CARR.PDSCHMCSDist.Bin5.UEID,CARR.PDSCHMCSDist.Bin6.UEID,L1M.RS-SINR.Bin34.UEID, L1M.RS-SINR.Bin46.UEID,L1M.RS-SINR.Bin58.UEID,L1M.RS-SINR.Bin70.UEID,L1M.RS-SINR.Bin82.UEID,L1M.RS-SINR.Bin94.UEID,L1M.RS-SINR.Bin127.UEID,DRB.BufferSize.Qos.UEID,DRB.UEThpDl.UEID, DRB.UEThpDlPdcpBased.UEID
1732451190844,00004,111,5,139,139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000
1732451190944,00004,111,5,139,139,1,38,0,206,179,3,0,203,53,27,281587,3,0,0,0,185,18,0,0,0,0,190,0,16,0,1,206,179,3,0,203,27,281587,53.837679,3,0,0,0,185,18,0,0,0,0,190,0,16,0,11571.000000,12785.000000
1732451191044,00004,111,5,139,139,1,56,0,450,376,0,325,125,78,74,326237,0,0,0,361,18,71,0,0,0,93,329,1,27,579,1,450,376,0,325,125,74,326237,78.634286,0,0,0,361,18,71,0,0,0,93,329,1,27,579,8311.000000,24523.000000
1732451191144,00004,111,5,139,139,1,28,0,204,202,0,2,202,39,2,277761,0,0,0,2,200,2,0,0,0,0,201,3,0,0,1,204,202,0,2,202,2,277761,39.987321,0,0,0,2,200,2,0,0,0,0,201,3,0,0,9582.000000,21064.000000
1732451191244,00004,111,5,139,139,1,41,0,214,200,0,0,214,57,14,297324,0,0,0,0,213,1,0,0,0,0,209,0,5,0,1,214,200,0,0,214,14,297324,57.635357,0,0,0,0,213,1,0,0,0,0,209,0,5,0,10163.000000,20540.000000
1732451191344,00004,111,5,139,139,1,31,0,200,200,0,0,200,44,0,269692,0,0,0,0,200,0,0,0,0,0,200,0,0,0,1,200,200,0,0,200,0,269692,44.777857,0,0,0,0,200,0,0,0,0,0,200,0,0,0,10694.000000,20960.000000
1732451191444,00004,111,5,139,139,1,39,0,204,200,0,0,204,55,4,283938,0,0,0,0,204,0,0,0,0,0,203,1,0,0,1,204,200,0,0,204,4,283938,55.451071,0,0,0,0,204,0,0,0,0,0,203,1,0,0,11000.000000,20855.000000
1732451191544,00004,111,5,139,139,1,38,0,200,200,0,0,200,54,0,278800,0,0,0,0,200,0,0,0,0,0,200,0,0,0,1,200,200,0,0,200,0,278800,54.607143,0,0,0,0,200,0,0,0,0,0,200,0,0,0,11236.000000,20960.000000
1732451191644,00004,111,5,139,139,1,44,0,237,200,0,0,237,62,37,327790,0,0,0,0,234,3,0,0,0,0,229,0,8,0,1,237,200,0,0,237,37,327790,62.525179,0,0,0,0,234,3,0,0,0,0,229,0,8,0,11278.000000,15405.000000
1732451191744,00004,111,5,139,139,1,31,0,200,200,0,0,200,44,0,269738,0,0,0,0,200,0,0,0,0,0,200,0,0,0,1,200,200,0,0,200,0,269738,44.827500,0,0,0,0,200,0,0,0,0,0,200,0,0,0,13481.000000,104.000000
