timestamp,ueImsiComplete,plmId,nrCellId,dlAvailablePrbs,ulAvailablePrbs,qci,dlPrbUsage,ulPrbUsage,TB.TotNbrDl.1,TB.TotNbrDlInitial,TB.TotNbrDlInitial.Qpsk,TB.TotNbrDlInitial.16Qam,TB.TotNbrDlInitial.64Qam,RRU.PrbUsedDl,TB.ErrTotalNbrDl.1,QosFlow.PdcpPduVolumeDL_Filter,CARR.PDSCHMCSDist.Bin1,CARR.PDSCHMCSDist.Bin2,CARR.PDSCHMCSDist.Bin3,CARR.PDSCHMCSDist.Bin4,CARR.PDSCHMCSDist.Bin5,CARR.PDSCHMCSDist.Bin6,L1M.RS-SINR.Bin34,L1M.RS-SINR.Bin46, L1M.RS-SINR.Bin58,L1M.RS-SINR.Bin70,L1M.RS-SINR.Bin82,L1M.RS-SINR.Bin94,L1M.RS-SINR.Bin127,DRB.BufferSize.Qos,DRB.MeanActiveUeDl,TB.TotNbrDl.1.UEID,TB.TotNbrDlInitial.UEID,TB.TotNbrDlInitial.Qpsk.UEID,TB.TotNbrDlInitial.16Qam.UEID,TB.TotNbrDlInitial.64Qam.UEID,TB.ErrTotalNbrDl.1.UEID,QosFlow.PdcpPduVolumeDL_Filter.UEID,RRU.PrbUsedDl.UEID,CARR.PDSCHMCSDist.Bin1.UEID,CARR.PDSCHMCSDist.Bin2.UEID,CARR.PDSCHMCSDist.Bin3.UEID,CARR.PDSCHMCSDist.Bin4.UEID,CARR.PDSCHMCSDist.Bin5.UEID,CARR.PDSCHMCSDist.Bin6.UEID,L1M.RS-SINR.Bin34.UEID, L1M.RS-SINR.Bin46.UEID,L1M.RS-SINR.Bin58.UEID,L1M.RS-SINR.Bin70.UEID,L1M.RS-SINR.Bin82.UEID,L1M.RS-SINR.Bin94.UEID,L1M.RS-SINR.Bin127.UEID,DRB.BufferSize.Qos.UEID,DRB.UEThpDl.UEID, DRB.UEThpDlPdcpBased.UEID
1732451190844,00002,111,2,139,139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000
1732451190844,00003,111,2,139,139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000
1732451190944,00002,111,2,139,139,1,73,0,726,482,141,5,580,102,244,702133,6,135,5,0,19,561,0,0,207,10,13,5,491,3476,2,358,243,60,0,298,115,352648,50.015179,3,57,0,0,15,283,0,0,104,1,12,0,241,1339,7512.000000,12890.000000
1732451190944,00003,111,2,139,139,1,73,0,726,482,141,5,580,102,244,702133,6,135,5,0,19,561,0,0,207,10,13,5,491,3476,2,368,239,81,5,282,129,349485,52.398036,3,78,5,0,4,278,0,0,103,9,1,5,250,2137,6967.000000,11213.000000
1732451191044,00002,111,2,139,139,1,83,0,825,544,177,7,641,116,281,777801,0,177,3,7,48,590,0,0,240,6,58,0,521,5841,2,412,273,93,4,315,139,375445,57.362321,0,93,3,4,32,280,0,0,119,3,36,0,254,5561,7149.000000,14986.000000
1732451191044,00003,111,2,139,139,1,83,0,825,544,177,7,641,116,281,777801,0,177,3,7,48,590,0,0,240,6,58,0,521,5841,2,413,271,84,3,326,142,402356,59.223929,0,84,0,3,16,310,0,0,121,3,22,0,267,280,7095.000000,13204.000000
1732451191144,00002,111,2,139,139,1,82,0,810,544,156,0,654,115,266,808711,0,156,0,0,0,654,0,0,200,0,0,0,610,1173,2,398,273,69,0,329,125,402135,57.759464,0,69,0,0,0,329,0,0,96,0,0,0,302,133,7285.000000,12680.000000
1732451191144,00003,111,2,139,139,1,82,0,810,544,156,0,654,115,266,808711,0,156,0,0,0,654,0,0,200,0,0,0,610,1173,2,412,271,87,0,325,141,406576,58.156607,0,87,0,0,0,325,0,0,104,0,0,0,308,1040,7095.000000,15195.000000
1732451191244,00002,111,2,139,139,1,80,0,824,563,0,179,645,112,261,799470,0,0,176,3,5,640,0,0,210,6,8,0,600,176,2,437,270,0,102,335,167,432334,62.128036,0,0,102,0,5,330,0,0,131,0,8,0,298,133,7194.000000,11737.000000
1732451191244,00003,111,2,139,139,1,80,0,824,563,0,179,645,112,261,799470,0,0,176,3,5,640,0,0,210,6,8,0,600,176,2,387,293,0,77,310,94,367136,50.288214,0,0,74,3,0,310,0,0,79,6,0,0,302,43,7127.000000,19178.000000
