timestamp,ueImsiComplete,DRB.PdcpSduDelayDl (cellAverageLatency),m_pDCPBytesUL (0),m_pDCPBytesDL (cellDlTxVolume),DRB.PdcpSduVolumeDl_Filter.UEID (txBytes),Tot.PdcpSduNbrDl.UEID (txDlPackets),DRB.PdcpSduBitRateDl.UEID(pdcpThroughput),DRB.PdcpSduDelayDl.UEID (pdcpLatency),QosFlow.PdcpPduVolumeDL_Filter.UEID(txPdcpPduBytesNrRlc),DRB.PdcpPduNbrDl.Qos.UEID (txPdcpPduNrRlc)
1732451190844,00002,,,,,,,,0.000000,0
1732451190844,00003,,,,,,,,0.000000,0
1732451190944,00002,,,,,,,,1854.960000,177
1732451190944,00003,,,,,,,,1854.960000,177
1732451191044,00002,,,,,,,,2096.000000,200
1732451191044,00003,,,,,,,,2096.000000,200
1732451191144,00002,,,,,,,,2096.000000,200
1732451191144,00003,,,,,,,,2096.000000,200
1732451191244,00002,,,,,,,,2096.000000,200
1732451191244,00003,,,,,,,,2096.000000,200
1732451191344,00002,,,,,,,,2096.000000,200
1732451191344,00003,,,,,,,,2096.000000,200
1732451191444,00002,,,,,,,,2096.000000,200
1732451191444,00003,,,,,,,,2096.000000,200
1732451191544,00002,,,,,,,,2096.000000,200
1732451191544,00003,,,,,,,,2096.000000,200
1732451191644,00002,,,,,,,,2096.000000,200
1732451191644,00003,,,,,,,,2096.000000,200
1732451191744,00002,,,,,,,,2096.000000,200
1732451191744,00003,,,,,,,,2096.000000,200
1732451191844,00002,,,,,,,,2096.000000,200
1732451191844,00003,,,,,,,,2096.000000,200
1732451191944,00002,,,,,,,,2096.000000,200
1732451191944,00003,,,,,,,,2096.000000,200
1732451192044,00002,,,,,,,,2096.000000,200
1732451192044,00003,,,,,,,,2096.000000,200
1732451192144,00002,,,,,,,,2096.000000,200
1732451192144,00003,,,,,,,,2096.000000,200
1732451192244,00002,,,,,,,,2096.000000,200
1732451192244,00003,,,,,,,,2096.000000,200
1732451192344,00002,,,,,,,,2096.000000,200
1732451192344,00003,,,,,,,,2096.000000,200
1732451192444,00002,,,,,,,,2096.000000,200
1732451192444,00003,,,,,,,,2096.000000,200
1732451192544,00002,,,,,,,,2096.000000,200
1732451192544,00003,,,,,,,,2096.000000,200
1732451192644,00002,,,,,,,,2096.000000,200
1732451192644,00003,,,,,,,,2096.000000,200
1732451192744,00002,,,,,,,,2096.000000,200
1732451192744,00003,,,,,,,,2096.000000,200
1732451192844,00002,,,,,,,,2096.000000,200
1732451192844,00003,,,,,,,,2096.000000,200
1732451192944,00002,,,,,,,,2096.000000,200
1732451192944,00003,,,,,,,,2096.000000,200
1732451193044,00002,,,,,,,,2096.000000,200
1732451193044,00003,,,,,,,,2096.000000,200
1732451193144,00002,,,,,,,,2096.000000,200
1732451193144,00003,,,,,,,,2096.000000,200
1732451193244,00002,,,,,,,,2096.000000,200
1732451193244,00003,,,,,,,,2096.000000,200
1732451193344,00002,,,,,,,,2096.000000,200
1732451193344,00003,,,,,,,,2096.000000,200
1732451193444,00002,,,,,,,,2096.000000,200
1732451193444,00003,,,,,,,,2096.000000,200
1732451193544,00002,,,,,,,,2096.000000,200
1732451193544,00003,,,,,,,,2096.000000,200
1732451193644,00002,,,,,,,,2096.000000,200
1732451193644,00003,,,,,,,,2096.000000,200
1732451193744,00002,,,,,,,,2096.000000,200
1732451193744,00003,,,,,,,,2096.000000,200
1732451193844,00002,,,,,,,,2096.000000,200
1732451193844,00003,,,,,,,,2096.000000,200
1732451193944,00002,,,,,,,,2096.000000,200
1732451193944,00003,,,,,,,,2096.000000,200
1732451194044,00002,,,,,,,,2096.000000,200
1732451194044,00003,,,,,,,,2096.000000,200
1732451194144,00002,,,,,,,,2096.000000,200
1732451194144,00003,,,,,,,,2096.000000,200
1732451194244,00002,,,,,,,,2096.000000,200
1732451194244,00003,,,,,,,,2096.000000,200
1732451194344,00002,,,,,,,,2096.000000,200
1732451194344,00003,,,,,,,,2096.000000,200
1732451194444,00002,,,,,,,,2096.000000,200
1732451194444,00003,,,,,,,,2096.000000,200
