timestamp,ueImsiComplete,numActiveUes,DRB.EstabSucc.5QI.UEID (numDrb),DRB.RelActNbr.5QI.UEID (0),L3 serving Id(m_cellId),UE (imsi),L3 serving SINR,L3 serving SINR 3gpp,L3 neigh Id 1 (cellId),L3 neigh SINR 1,L3 neigh SINR 3gpp 1 (convertedSinr),L3 neigh Id 2 (cellId),L3 neigh SINR 2,L3 neigh SINR 3gpp 2 (convertedSinr),L3 neigh Id 3 (cellId),L3 neigh SINR 3,L3 neigh SINR 3gpp 3 (convertedSinr),L3 neigh Id 4 (cellId),L3 neigh SINR 4,L3 neigh SINR 3gpp 4 (convertedSinr),L3 neigh Id 5 (cellId),L3 neigh SINR 5,L3 neigh SINR 3gpp 5 (convertedSinr),L3 neigh Id 6 (cellId),L3 neigh SINR 6,L3 neigh SINR 3gpp 6 (convertedSinr),L3 neigh Id 7 (cellId),L3 neigh SINR 7,L3 neigh SINR 3gpp 7 (convertedSinr),L3 neigh Id 8 (cellId),L3 neigh SINR 8,L3 neigh SINR 3gpp 8 (convertedSinr)
1732474826947,00004,2,0,0,3,4,16.494843,80.000000,,,,,,,,,,,,,,,,,,,,,
1732474826947,00011,2,0,0,3,11,30.183023,107.000000,,,,,,,,,,,,,,,,,,,,,
1732474827047,00004,2,0,0,3,4,15.616764,78.000000,,,,,,,,,,,,,,,,,,,,,
1732474827047,00011,2,0,0,3,11,28.789587,104.000000,,,,,,,,,,,,,,,,,,,,,
1732474827147,00004,2,0,0,3,4,16.945621,81.000000,,,,,,,,,,,,,,,,,,,,,
1732474827147,00011,2,0,0,3,11,30.098244,107.000000,,,,,,,,,,,,,,,,,,,,,
1732474827247,00004,3,0,0,3,4,16.854377,80.000000,,,,,,,,,,,,,,,,,,,,,
1732474827247,00011,3,0,0,3,11,28.777975,104.000000,,,,,,,,,,,,,,,,,,,,,
1732474827247,00006,3,0,0,3,6,17.989285,83.000000,,,,,,,,,,,,,,,,,,,,,
1732474827347,00004,3,0,0,3,4,18.277300,83.000000,,,,,,,,,,,,,,,,,,,,,
1732474827347,00011,3,0,0,3,11,29.969558,107.000000,,,,,,,,,,,,,,,,,,,,,
1732474827347,00006,3,0,0,3,6,17.809533,82.000000,,,,,,,,,,,,,,,,,,,,,
1732474827447,00004,3,0,0,3,4,16.578847,80.000000,,,,,,,,,,,,,,,,,,,,,
1732474827447,00011,3,0,0,3,11,30.635455,108.000000,,,,,,,,,,,,,,,,,,,,,
1732474827447,00006,3,0,0,3,6,17.015854,81.000000,2,17.472479,82.000000,,,,,,,,,,,,,,,,,,,,,
1732474827547,00004,3,0,0,3,4,17.599811,82.000000,,,,,,,,,,,,,,,,,,,,,
1732474827547,00011,3,0,0,3,11,29.437805,106.000000,,,,,,,,,,,,,,,,,,,,,
1732474827547,00006,3,0,0,3,6,18.209707,83.000000,,,,,,,,,,,,,,,,,,,,,
1732474827647,00004,4,0,0,3,4,16.332004,79.000000,,,,,,,,,,,,,,,,,,,,,
1732474827647,00011,4,0,0,3,11,29.330554,105.000000,,,,,,,,,,,,,,,,,,,,,
1732474827647,00006,4,0,0,3,6,15.711715,78.000000,,,,,,,,,,,,,,,,,,,,,
1732474827647,00010,4,0,0,3,10,14.239916,75.000000,,,,,,,,,,,,,,,,,,,,,
1732474827747,00004,4,0,0,3,4,17.299463,81.000000,,,,,,,,,,,,,,,,,,,,,
1732474827747,00011,4,0,0,3,11,29.913834,107.000000,,,,,,,,,,,,,,,,,,,,,
1732474827747,00006,4,0,0,3,6,18.928991,85.000000,,,,,,,,,,,,,,,,,,,,,
1732474827747,00010,4,0,0,3,10,12.261827,71.000000,,,,,,,,,,,,,,,,,,,,,
1732474827847,00004,4,0,0,3,4,18.530064,84.000000,,,,,,,,,,,,,,,,,,,,,
1732474827847,00011,4,0,0,3,11,28.987600,105.000000,,,,,,,,,,,,,,,,,,,,,
1732474827847,00006,4,0,0,3,6,17.127491,81.000000,,,,,,,,,,,,,,,,,,,,,
1732474827847,00010,4,0,0,3,10,12.680924,72.000000,,,,,,,,,,,,,,,,,,,,,
1732474827947,00004,4,0,0,3,4,17.459045,82.000000,,,,,,,,,,,,,,,,,,,,,
1732474827947,00011,4,0,0,3,11,29.396188,106.000000,,,,,,,,,,,,,,,,,,,,,
1732474827947,00006,4,0,0,3,6,17.573383,82.000000,2,17.759256,82.000000,,,,,,,,,,,,,,,,,,,,,
1732474827947,00010,4,0,0,3,10,11.895158,70.000000,,,,,,,,,,,,,,,,,,,,,
1732474828047,00004,3,0,0,3,4,17.616009,82.000000,,,,,,,,,,,,,,,,,,,,,
1732474828047,00011,3,0,0,3,11,30.709820,108.000000,,,,,,,,,,,,,,,,,,,,,
1732474828047,00010,3,0,0,3,10,11.492353,70.000000,2,14.885822,76.000000,,,,,,,,,,,,,,,,,,,,,
1732474828147,00004,2,0,0,3,4,17.055484,81.000000,,,,,,,,,,,,,,,,,,,,,
1732474828147,00011,2,0,0,3,11,29.593982,106.000000,,,,,,,,,,,,,,,,,,,,,
1732474828247,00004,3,0,0,3,4,18.820868,84.000000,,,,,,,,,,,,,,,,,,,,,
1732474828247,00011,3,0,0,3,11,30.933241,109.000000,,,,,,,,,,,,,,,,,,,,,
1732474828247,00006,3,0,0,3,6,18.289325,83.000000,,,,,,,,,,,,,,,,,,,,,
1732474828347,00004,3,0,0,3,4,17.050073,81.000000,,,,,,,,,,,,,,,,,,,,,
1732474828347,00011,3,0,0,3,11,28.438614,104.000000,,,,,,,,,,,,,,,,,,,,,
1732474828347,00006,3,0,0,3,6,17.187544,81.000000,,,,,,,,,,,,,,,,,,,,,
1732474828447,00004,3,0,0,3,4,16.389055,79.000000,,,,,,,,,,,,,,,,,,,,,
1732474828447,00011,3,0,0,3,11,30.648920,108.000000,,,,,,,,,,,,,,,,,,,,,
1732474828447,00006,3,0,0,3,6,18.462942,84.000000,,,,,,,,,,,,,,,,,,,,,
1732474828547,00004,3,0,0,3,4,16.652650,80.000000,,,,,,,,,,,,,,,,,,,,,
1732474828547,00011,3,0,0,3,11,28.558701,104.000000,,,,,,,,,,,,,,,,,,,,,
1732474828547,00006,3,0,0,3,6,17.874804,82.000000,2,18.434701,84.000000,,,,,,,,,,,,,,,,,,,,,
1732474828647,00004,2,0,0,3,4,17.023727,81.000000,,,,,,,,,,,,,,,,,,,,,
1732474828647,00011,2,0,0,3,11,29.420095,106.000000,,,,,,,,,,,,,,,,,,,,,
1732474828747,00004,2,0,0,3,4,14.568454,76.000000,,,,,,,,,,,,,,,,,,,,,
1732474828747,00011,2,0,0,3,11,28.985817,105.000000,,,,,,,,,,,,,,,,,,,,,
1732474828847,00004,2,0,0,3,4,14.578185,76.000000,,,,,,,,,,,,,,,,,,,,,
1732474828847,00011,2,0,0,3,11,29.557750,106.000000,,,,,,,,,,,,,,,,,,,,,
1732474828947,00004,2,0,0,3,4,16.129366,79.000000,,,,,,,,,,,,,,,,,,,,,
1732474828947,00011,2,0,0,3,11,30.609612,108.000000,,,,,,,,,,,,,,,,,,,,,
1732474829047,00004,3,0,0,3,4,17.518884,82.000000,,,,,,,,,,,,,,,,,,,,,
1732474829047,00011,3,0,0,3,11,29.852462,107.000000,,,,,,,,,,,,,,,,,,,,,
1732474829047,00006,3,0,0,3,6,17.837142,82.000000,,,,,,,,,,,,,,,,,,,,,
1732474829147,00004,3,0,0,3,4,18.042375,83.000000,,,,,,,,,,,,,,,,,,,,,
1732474829147,00011,3,0,0,3,11,29.340043,106.000000,,,,,,,,,,,,,,,,,,,,,
1732474829147,00006,3,0,0,3,6,16.496040,80.000000,2,17.679700,82.000000,,,,,,,,,,,,,,,,,,,,,
1732474829247,00004,2,0,0,3,4,13.883172,74.000000,,,,,,,,,,,,,,,,,,,,,
1732474829247,00011,2,0,0,3,11,31.110522,109.000000,,,,,,,,,,,,,,,,,,,,,
1732474829347,00004,2,0,0,3,4,15.638274,78.000000,,,,,,,,,,,,,,,,,,,,,
1732474829347,00011,2,0,0,3,11,30.162927,107.000000,,,,,,,,,,,,,,,,,,,,,
1732474829447,00004,3,0,0,3,4,17.173801,81.000000,,,,,,,,,,,,,,,,,,,,,
