timestamp,ueImsiComplete,DRB.PdcpSduDelayDl (cellAverageLatency),m_pDCPBytesUL (0),m_pDCPBytesDL (cellDlTxVolume),DRB.PdcpSduVolumeDl_Filter.UEID (txBytes),Tot.PdcpSduNbrDl.UEID (txDlPackets),DRB.PdcpSduBitRateDl.UEID (pdcpThroughput),DRB.PdcpSduDelayDl.UEID (pdcpLatency),QosFlow.PdcpPduVolumeDL_Filter.UEID(txPdcpPduBytesNrRlc),DRB.PdcpPduNbrDl.Qos.UEID (txPdcpPduNrRlc)
1732477770366,00003,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,,
1732477770366,00001,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,,
1732477770366,00004,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,,
1732477770366,00009,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,,
1732477770366,00002,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,,
1732477770366,00007,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,,
1732477770366,00008,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,,
1732477770366,00005,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,,
1732477770366,00011,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,,
1732477770366,00012,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,,
1732477770366,00010,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,,
1732477770366,00006,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,,
1732477770466,00003,214.390195,0,22511.040000,1875.920000,179,18759.200000,40.429750,,
1732477770466,00001,214.390195,0,22511.040000,1875.920000,179,18759.200000,288.745985,,
1732477770466,00004,214.390195,0,22511.040000,1875.920000,179,18759.200000,0.000000,,
1732477770466,00009,214.390195,0,22511.040000,1875.920000,179,18759.200000,319.858032,,
1732477770466,00002,214.390195,0,22511.040000,1875.920000,179,18759.200000,0.000000,,
1732477770466,00007,214.390195,0,22511.040000,1875.920000,179,18759.200000,205.532647,,
1732477770466,00008,214.390195,0,22511.040000,1875.920000,179,18759.200000,330.166850,,
1732477770466,00005,214.390195,0,22511.040000,1875.920000,179,18759.200000,279.125679,,
1732477770466,00011,214.390195,0,22511.040000,1875.920000,179,18759.200000,9.874594,,
1732477770466,00012,214.390195,0,22511.040000,1875.920000,179,18759.200000,355.064685,,
1732477770466,00010,214.390195,0,22511.040000,1875.920000,179,18759.200000,417.491242,,
1732477770466,00006,214.390195,0,22511.040000,1875.920000,179,18759.200000,326.392880,,
1732477770566,00003,881.362958,0,25152.000000,2096.000000,200,20960.000000,1407.572600,,
1732477770566,00001,881.362958,0,25152.000000,2096.000000,200,20960.000000,1042.699015,,
1732477770566,00004,881.362958,0,25152.000000,2096.000000,200,20960.000000,1557.740367,,
1732477770566,00009,881.362958,0,25152.000000,2096.000000,200,20960.000000,876.277643,,
1732477770566,00002,881.362958,0,25152.000000,2096.000000,200,20960.000000,0.000000,,
1732477770566,00007,881.362958,0,25152.000000,2096.000000,200,20960.000000,672.053210,,
1732477770566,00008,881.362958,0,25152.000000,2096.000000,200,20960.000000,913.787075,,
1732477770566,00005,881.362958,0,25152.000000,2096.000000,200,20960.000000,803.962566,,
1732477770566,00011,881.362958,0,25152.000000,2096.000000,200,20960.000000,11.131213,,
1732477770566,00012,881.362958,0,25152.000000,2096.000000,200,20960.000000,1203.288892,,
1732477770566,00010,881.362958,0,25152.000000,2096.000000,200,20960.000000,1115.453812,,
1732477770566,00006,881.362958,0,25152.000000,2096.000000,200,20960.000000,972.389105,,
1732477770666,00003,1444.833593,0,25152.000000,2096.000000,200,20960.000000,0.000000,,
1732477770666,00001,1444.833593,0,25152.000000,2096.000000,200,20960.000000,1855.344196,,
1732477770666,00004,1444.833593,0,25152.000000,2096.000000,200,20960.000000,2092.267394,,
1732477770666,00009,1444.833593,0,25152.000000,2096.000000,200,20960.000000,1540.748872,,
1732477770666,00002,1444.833593,0,25152.000000,2096.000000,200,20960.000000,2304.955851,,
1732477770666,00007,1444.833593,0,25152.000000,2096.000000,200,20960.000000,1121.613502,,
1732477770666,00008,1444.833593,0,25152.000000,2096.000000,200,20960.000000,1600.597419,,
1732477770666,00005,1444.833593,0,25152.000000,2096.000000,200,20960.000000,1297.110525,,
1732477770666,00011,1444.833593,0,25152.000000,2096.000000,200,20960.000000,12.739775,,
1732477770666,00012,1444.833593,0,25152.000000,2096.000000,200,20960.000000,1939.618263,,
1732477770666,00010,1444.833593,0,25152.000000,2096.000000,200,20960.000000,1906.200705,,
1732477770666,00006,1444.833593,0,25152.000000,2096.000000,200,20960.000000,1666.806612,,
1732477770766,00003,2014.685506,0,25152.000000,2096.000000,200,20960.000000,0.000000,,
1732477770766,00001,2014.685506,0,25152.000000,2096.000000,200,20960.000000,2594.794048,,
1732477770766,00004,2014.685506,0,25152.000000,2096.000000,200,20960.000000,2909.609413,,
1732477770766,00009,2014.685506,0,25152.000000,2096.000000,200,20960.000000,2168.085259,,
1732477770766,00002,2014.685506,0,25152.000000,2096.000000,200,20960.000000,3065.833402,,
1732477770766,00007,2014.685506,0,25152.000000,2096.000000,200,20960.000000,1510.877615,,
1732477770766,00008,2014.685506,0,25152.000000,2096.000000,200,20960.000000,2317.800861,,
1732477770766,00005,2014.685506,0,25152.000000,2096.000000,200,20960.000000,1756.875831,,
1732477770766,00011,2014.685506,0,25152.000000,2096.000000,200,20960.000000,12.949596,,
1732477770766,00012,2014.685506,0,25152.000000,2096.000000,200,20960.000000,2804.142067,,
1732477770766,00010,2014.685506,0,25152.000000,2096.000000,200,20960.000000,2541.739513,,
1732477770766,00006,2014.685506,0,25152.000000,2096.000000,200,20960.000000,2493.518461,,
1732477770866,00003,2894.397471,0,25152.000000,2096.000000,200,20960.000000,4008.644029,,
1732477770866,00001,2894.397471,0,25152.000000,2096.000000,200,20960.000000,3292.457157,,
1732477770866,00004,2894.397471,0,25152.000000,2096.000000,200,20960.000000,3598.276080,,
1732477770866,00009,2894.397471,0,25152.000000,2096.000000,200,20960.000000,2803.301757,,
1732477770866,00002,2894.397471,0,25152.000000,2096.000000,200,20960.000000,3826.409929,,
1732477770866,00007,2894.397471,0,25152.000000,2096.000000,200,20960.000000,1897.858032,,
1732477770866,00008,2894.397471,0,25152.000000,2096.000000,200,20960.000000,2936.487758,,
1732477770866,00005,2894.397471,0,25152.000000,2096.000000,200,20960.000000,2170.490897,,
1732477770866,00011,2894.397471,0,25152.000000,2096.000000,200,20960.000000,13.436490,,
1732477770866,00012,2894.397471,0,25152.000000,2096.000000,200,20960.000000,3488.986391,,
1732477770866,00010,2894.397471,0,25152.000000,2096.000000,200,20960.000000,3444.639860,,
1732477770866,00006,2894.397471,0,25152.000000,2096.000000,200,20960.000000,3251.781270,,
1732477770966,00003,3174.656064,0,25152.000000,2096.000000,200,20960.000000,0.000000,,
1732477770966,00001,3174.656064,0,25152.000000,2096.000000,200,20960.000000,3995.875872,,
1732477770966,00004,3174.656064,0,25152.000000,2096.000000,200,20960.000000,4980.061800,,
1732477770966,00009,3174.656064,0,25152.000000,2096.000000,200,20960.000000,3442.902540,,
1732477770966,00002,3174.656064,0,25152.000000,2096.000000,200,20960.000000,4745.261970,,
1732477770966,00007,3174.656064,0,25152.000000,2096.000000,200,20960.000000,2264.451167,,
1732477770966,00008,3174.656064,0,25152.000000,2096.000000,200,20960.000000,3667.169575,,
1732477770966,00005,3174.656064,0,25152.000000,2096.000000,200,20960.000000,2535.386052,,
1732477770966,00011,3174.656064,0,25152.000000,2096.000000,200,20960.000000,9.942000,,
