timestamp,ueImsiComplete,DRB.PdcpSduDelayDl (cellAverageLatency),m_pDCPBytesUL (0),m_pDCPBytesDL (cellDlTxVolume),DRB.PdcpSduVolumeDl_Filter.UEID (txBytes),Tot.PdcpSduNbrDl.UEID (txDlPackets),DRB.PdcpSduBitRateDl.UEID(pdcpThroughput),DRB.PdcpSduDelayDl.UEID (pdcpLatency),QosFlow.PdcpPduVolumeDL_Filter.UEID(txPdcpPduBytesNrRlc),DRB.PdcpPduNbrDl.Qos.UEID (txPdcpPduNrRlc)
1732477770366,00011,,,,,,,,0.000000,0
1732477770466,00011,,,,,,,,1854.960000,177
1732477770566,00011,,,,,,,,2096.000000,200
1732477770566,00004,,,,,,,,3741.360000,357
1732477770666,00011,,,,,,,,2096.000000,200
1732477770666,00004,,,,,,,,2096.000000,200
1732477770766,00011,,,,,,,,2096.000000,200
1732477770766,00004,,,,,,,,2096.000000,200
1732477770866,00011,,,,,,,,2096.000000,200
1732477770866,00004,,,,,,,,2096.000000,200
1732477770966,00011,,,,,,,,2096.000000,200
1732477771066,00011,,,,,,,,2096.000000,200
1732477771166,00011,,,,,,,,2096.000000,200
1732477771266,00011,,,,,,,,2096.000000,200
1732477771366,00011,,,,,,,,2096.000000,200
1732477771466,00011,,,,,,,,2096.000000,200
1732477771566,00011,,,,,,,,2096.000000,200
1732477771666,00011,,,,,,,,2096.000000,200
1732477771766,00011,,,,,,,,2096.000000,200
1732477771866,00011,,,,,,,,2096.000000,200
1732477771966,00011,,,,,,,,2096.000000,200
1732477772066,00011,,,,,,,,2096.000000,200
1732477772166,00011,,,,,,,,2096.000000,200
1732477772266,00011,,,,,,,,2096.000000,200
1732477772366,00011,,,,,,,,2096.000000,200
1732477772466,00011,,,,,,,,2096.000000,200
1732477772566,00011,,,,,,,,2096.000000,200
1732477772666,00011,,,,,,,,2096.000000,200
1732477772766,00011,,,,,,,,2096.000000,200
1732477772866,00011,,,,,,,,2096.000000,200
1732477772966,00011,,,,,,,,2096.000000,200
1732477773066,00011,,,,,,,,2096.000000,200
1732477773166,00011,,,,,,,,2096.000000,200
1732477773266,00011,,,,,,,,2096.000000,200
1732477773366,00011,,,,,,,,2096.000000,200
1732477773466,00011,,,,,,,,2096.000000,200
1732477773566,00011,,,,,,,,2096.000000,200
1732477773666,00011,,,,,,,,2096.000000,200
1732477773766,00011,,,,,,,,2096.000000,200
1732477773866,00011,,,,,,,,2096.000000,200
1732477773966,00011,,,,,,,,2096.000000,200
1732477774066,00011,,,,,,,,2096.000000,200
1732477774166,00011,,,,,,,,2096.000000,200
1732477774266,00011,,,,,,,,2096.000000,200
1732477774366,00011,,,,,,,,2096.000000,200
1732477774366,00004,,,,,,,,73705.840000,7033
1732477774466,00011,,,,,,,,2096.000000,200
1732477774466,00004,,,,,,,,2096.000000,200
1732477774566,00011,,,,,,,,2096.000000,200
1732477774566,00004,,,,,,,,2096.000000,200
1732477774666,00011,,,,,,,,2096.000000,200
1732477774666,00004,,,,,,,,2096.000000,200
1732477774766,00011,,,,,,,,2096.000000,200
1732477774766,00004,,,,,,,,2096.000000,200
1732477774866,00011,,,,,,,,2096.000000,200
1732477774866,00004,,,,,,,,2096.000000,200
1732477774966,00011,,,,,,,,2096.000000,200
1732477775066,00011,,,,,,,,2096.000000,200
1732477775166,00011,,,,,,,,2096.000000,200
