timestamp,ueImsiComplete,DRB.PdcpSduDelayDl (cellAverageLatency),m_pDCPBytesUL (0),m_pDCPBytesDL (cellDlTxVolume),DRB.PdcpSduVolumeDl_Filter.UEID (txBytes),Tot.PdcpSduNbrDl.UEID (txDlPackets),DRB.PdcpSduBitRateDl.UEID (pdcpThroughput),DRB.PdcpSduDelayDl.UEID (pdcpLatency),QosFlow.PdcpPduVolumeDL_Filter.UEID(txPdcpPduBytesNrRlc),DRB.PdcpPduNbrDl.Qos.UEID (txPdcpPduNrRlc)
1732471156403,00003,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,,
1732471156403,00001,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,,
1732471156403,00004,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,,
1732471156403,00009,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,,
1732471156403,00002,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,,
1732471156403,00007,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,,
1732471156403,00008,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,,
1732471156403,00005,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,,
1732471156403,00011,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,,
1732471156403,00012,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,,
1732471156403,00010,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,,
1732471156403,00006,0.000000,0,0.000000,0.000000,0,0.000000,0.000000,,
1732471156503,00003,258.479335,0,22511.040000,1875.920000,179,18759.200000,0.000000,,
1732471156503,00001,258.479335,0,22511.040000,1875.920000,179,18759.200000,80.332300,,
1732471156503,00004,258.479335,0,22511.040000,1875.920000,179,18759.200000,346.557833,,
1732471156503,00009,258.479335,0,22511.040000,1875.920000,179,18759.200000,0.000000,,
1732471156503,00002,258.479335,0,22511.040000,1875.920000,179,18759.200000,555.351255,,
1732471156503,00007,258.479335,0,22511.040000,1875.920000,179,18759.200000,275.940419,,
1732471156503,00008,258.479335,0,22511.040000,1875.920000,179,18759.200000,324.786768,,
1732471156503,00005,258.479335,0,22511.040000,1875.920000,179,18759.200000,401.323324,,
1732471156503,00011,258.479335,0,22511.040000,1875.920000,179,18759.200000,329.033820,,
1732471156503,00012,258.479335,0,22511.040000,1875.920000,179,18759.200000,0.000000,,
1732471156503,00010,258.479335,0,22511.040000,1875.920000,179,18759.200000,372.389858,,
1732471156503,00006,258.479335,0,22511.040000,1875.920000,179,18759.200000,416.036441,,
